Geneid,GS1,GS2,GS3,IT21,IT22,IT23,IT51,IT52,IT53,HS1,HS2,HS3
PCA_NC_04797,1512,1410,1010,4,8,14,4071,4066,4169,1165,1637,1972
PCA_NC_04796,105,122,78,0,2,0,398,339,364,0,2,10
PCA_NC_04795,4,12,4,12,6,6,50,37,41,1980,1339,1362
PCA_NC_04794,2067,1951,1847,329,284,415,2141,2094,2046,1937,1961,2170
PCA_NC_04793,7,20,10,0,2,0,14,17,20,303,531,565
PCA_NC_04792,2,4,0,0,0,0,0,0,2,0,0,0
PCA_NC_04791,1169,1069,1128,422,287,508,1612,1631,1764,3049,2845,3301
PCA_NC_04790,1252,1248,1114,479,420,562,2618,2589,2528,2007,2101,2592
PCA_NC_04803,2382,2084,2149,355,260,392,2830,2798,2672,4342,5287,5753
PCA_NC_04802,6323,5738,6435,98,90,93,2564,2769,2527,7244,6442,7315
PCA_NC_04801,5,2,0,0,0,0,10,24,18,36,24,36
PCA_NC_04800,1711,1623,1509,161,116,188,1472,1546,1484,2734,4968,5625
PCA_NC_04804,0,0,0,0,0,0,0,0,0,0,6,0
PCA_NC_04766,2,4,2,22,6,14,57,90,72,838,1346,1523
PCA_NC_04767,1952,1878,2014,138,118,174,1675,1588,1494,5838,7928,8068
PCA_NC_04764,3164,2837,3067,230,159,248,2366,2387,2306,1948,3517,4691
PCA_NC_04765,0,0,0,0,0,0,14,4,8,0,0,4
PCA_NC_04762,19,24,15,0,2,0,287,244,287,6,6,4
PCA_NC_04763,69,83,47,6,0,10,125,100,126,334,488,501
PCA_NC_04760,13657,18029,10520,5,0,0,47,56,37,36,115,79
PCA_NC_04761,39923,51922,30610,4,0,4,16,4,8,28,56,62
PCA_NC_04768,1457,1519,1422,128,117,169,1380,1249,1251,1410,1943,2167
PCA_NC_04769,22,15,10,2,2,6,6413,6386,5595,176,146,148
PCA_NC_04739,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04735,2,2,2,0,0,0,0,0,1,14,26,24
PCA_NC_04734,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04737,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04736,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04788,0,2,0,18,10,29,69,48,73,1837,2466,2912
PCA_NC_04789,30,40,33,225,210,259,566,620,815,7636,8943,9606
PCA_NC_04784,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04785,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04786,0,0,0,0,0,0,0,0,2,0,0,0
PCA_NC_04787,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04780,260,234,191,144,114,185,641,657,630,239,204,268
PCA_NC_04781,6952,6788,6732,201,165,262,2474,2469,2417,4787,4619,5631
PCA_NC_04782,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04783,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04759,1301,1188,1237,244,200,275,2103,2025,1983,4900,5796,6223
PCA_NC_04758,0,0,4,6,2,8,34,22,34,946,854,1087
PCA_NC_04753,977,991,944,161,135,202,1478,1401,1465,2431,3958,4464
PCA_NC_04752,63,33,95,0,0,0,32,48,35,0,0,16
PCA_NC_04751,2,0,0,76,30,62,53,56,64,378,471,781
PCA_NC_04750,0,0,0,13,0,12,9,14,21,734,776,896
PCA_NC_04757,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04756,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04755,0,0,0,0,0,0,64,66,44,0,2,0
PCA_NC_04754,66,259,86,0,0,0,7798,8114,7794,264,352,303
PCA_NC_04738,1453,1345,1332,130,148,218,1680,1553,1547,2303,3151,3677
PCA_NC_04771,6566,5949,6107,160,178,245,2247,2329,2253,1231,1856,2309
PCA_NC_04770,0,0,0,0,0,0,4315,4486,4305,0,12,0
PCA_NC_04773,83,95,44,2,2,0,4,14,16,0,0,6
PCA_NC_04772,0,0,0,0,0,0,0,0,2,10,4,6
PCA_NC_04775,4052,3797,3776,135,122,246,4062,3779,3604,2321,5994,6652
PCA_NC_04774,4651,4185,4105,56,69,84,2133,1831,1777,510,875,1035
PCA_NC_04777,1103,1061,1063,83,87,127,1086,1001,887,797,1304,1626
PCA_NC_04776,2,3,1,33,44,33,147,162,180,3588,4740,5355
PCA_NC_04779,9,6,4,4,4,8,28,21,18,2,0,4
PCA_NC_04778,2548,2307,1917,192,242,328,2480,2268,2192,5092,7304,8504
PCA_NC_03198,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03199,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03190,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03191,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03192,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03193,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03194,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03195,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03196,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03149,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03148,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03147,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03146,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03145,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03144,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03142,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03185,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03158,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03150,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03208,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03209,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03200,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03201,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03202,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03203,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03204,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03205,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03206,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03207,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03165,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03164,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03167,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03166,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03161,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03160,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03163,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03162,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03169,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03168,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03183,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03182,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03181,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03180,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03187,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03186,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03184,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03159,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03154,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03155,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03156,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03157,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03151,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03152,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03153,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03224,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03222,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03223,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03220,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03221,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03197,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03189,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03188,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03178,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03179,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03172,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03173,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03170,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03176,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03177,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03174,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03175,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03171,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03218,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03212,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03214,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03219,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03213,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03211,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03210,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03217,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03216,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_03215,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04958,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04951,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04950,2,4,6,0,0,0,0,0,0,23,0,0
PCA_NC_04953,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04952,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04955,1618,1548,1474,236,190,293,2748,2828,2881,4434,6237,6979
PCA_NC_04954,6033,5332,5186,1137,883,1464,8421,8432,8111,8145,12502,13617
PCA_NC_04957,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04956,829,939,863,254,240,282,626,657,568,1950,2873,3238
PCA_NC_04889,428,420,261,16,7,31,349,365,359,162,225,359
PCA_NC_04888,37,31,46,106,56,102,580,470,570,183,186,169
PCA_NC_04887,52,41,28,106,118,161,568,544,527,10128,11882,12319
PCA_NC_04939,652,576,473,6049,5198,7096,28301,27482,25649,80732,57219,61850
PCA_NC_04938,0,0,2,0,0,0,1,0,0,0,0,0
PCA_NC_04937,0,0,0,0,0,0,2,0,0,4,14,23
PCA_NC_04935,1626,1417,1339,188,236,282,1984,1790,1898,3874,5946,6574
PCA_NC_04934,16,18,14,2,2,2,237,201,297,0,17,10
PCA_NC_04933,532,431,303,204,212,232,2131,2273,2185,262,229,232
PCA_NC_04932,3284,3163,2653,749,611,846,9598,10015,9483,6224,9183,10339
PCA_NC_04931,3036,2742,2336,124,108,126,1570,1627,1482,684,912,951
PCA_NC_04930,2,17,2,60,42,28,3980,4303,3408,36064,72816,76920
PCA_NC_04948,0,0,0,0,0,0,8,9,6,0,0,0
PCA_NC_04949,2842,2480,2326,131,105,154,1455,1197,1311,635,1201,1395
PCA_NC_04946,0,0,0,0,0,0,0,0,0,0,4,0
PCA_NC_04947,4111,3737,3275,175,112,193,2051,2153,2029,594,1083,905
PCA_NC_04944,3269,3065,1911,422,430,626,4516,4377,4379,308,405,523
PCA_NC_04945,0,0,1,0,0,0,0,2,1,52,10,38
PCA_NC_04942,14155,12427,12449,228,199,282,3771,3902,4095,1507,3648,4159
PCA_NC_04943,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04940,1926,1776,1691,151,187,279,1655,1644,1619,2339,3710,4076
PCA_NC_04941,64,58,59,30,14,14,156,180,170,338,298,528
PCA_NC_04913,5,10,13,261,192,298,683,637,659,9309,13928,16122
PCA_NC_04900,11,20,12,870,896,1046,974,839,845,25,9,12
PCA_NC_04915,1370,1404,1322,164,95,188,1754,1703,1630,4540,6476,6677
PCA_NC_04914,3726,3478,3512,230,156,275,2271,2279,2334,1578,1748,2321
PCA_NC_04917,1374,1362,1222,80,104,158,1099,872,898,458,809,987
PCA_NC_04916,554,573,411,36,34,30,724,698,667,1978,2538,2413
PCA_NC_04911,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04910,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04912,0,0,0,2,2,0,6,4,10,90,107,112
PCA_NC_04919,0,2,0,28,6,16,24,27,41,2,2,0
PCA_NC_04918,250,214,214,16,8,24,157,198,186,1163,1051,1026
PCA_NC_04898,2,0,0,0,0,0,4,2,2,0,0,2
PCA_NC_04899,4,0,2,0,0,0,0,0,6,0,0,3
PCA_NC_04890,82,93,60,260,176,233,6188,6614,6782,2999,4025,4602
PCA_NC_04891,9,7,7,21,30,35,272,317,289,109,128,162
PCA_NC_04892,2611,2296,2341,16,16,23,292,423,466,16,2,19
PCA_NC_04893,1566,1421,1409,186,192,264,2064,1914,1935,3204,4280,4445
PCA_NC_04894,571,602,541,170,158,223,1211,1193,1153,2682,3158,3105
PCA_NC_04895,643,575,574,45,42,57,800,829,819,2010,3361,3455
PCA_NC_04896,820,748,795,60,53,78,1017,1013,1102,396,1281,1340
PCA_NC_04897,1,2,4,0,0,0,2,2,0,0,0,2
PCA_NC_04928,0,0,0,0,0,0,36,27,22,1281,1763,1727
PCA_NC_04929,0,0,0,2,4,0,30,16,33,198,694,694
PCA_NC_04924,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04925,0,0,0,0,0,0,0,0,1,0,3,14
PCA_NC_04926,0,2,2,22,3,21,369,374,336,25449,26313,29936
PCA_NC_04927,1965,1624,1943,152,112,218,2478,2376,2526,2354,3091,3508
PCA_NC_04920,0,0,0,0,0,0,7,0,3,0,0,0
PCA_NC_04921,0,0,0,0,0,0,0,0,4,0,4,0
PCA_NC_04922,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04923,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04902,20,7,12,1067,917,1225,785,708,685,34,62,76
PCA_NC_04903,149,126,130,2,2,4,481,534,453,149,93,179
PCA_NC_04901,0,4,12,56,59,108,5976,6078,6267,1055,1054,1141
PCA_NC_04906,0,0,0,0,0,0,0,0,0,9,0,0
PCA_NC_04907,1135,1062,1108,160,106,174,799,916,782,1074,1651,1745
PCA_NC_04908,1480,1253,1364,130,137,160,1464,1410,1468,597,1123,1246
PCA_NC_04909,11867,11396,12942,10,2,20,32,28,34,28,22,15
PCA_NC_04904,0,2,0,0,0,0,91,132,140,0,1,10
PCA_NC_04905,11830,13162,7044,45015,39512,57705,41968,37481,34991,1584,868,1214
PCA_NC_05219,7777,7671,7598,240,161,249,2898,3042,2972,9871,11317,14430
PCA_NC_05218,0,0,0,0,0,0,0,0,0,0,14,2
PCA_NC_05215,0,0,0,0,0,0,0,2,0,0,0,0
PCA_NC_05214,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05217,0,0,0,0,0,0,0,2,0,0,0,10
PCA_NC_05216,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05211,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05210,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05213,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05212,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05181,0,0,0,0,0,0,4,1,4,0,4,0
PCA_NC_05180,1,0,0,0,0,0,17,9,16,0,10,0
PCA_NC_05183,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05182,3745,3920,3953,149,177,165,4039,4162,4234,608,1121,1442
PCA_NC_05185,0,4,2,2,0,2,25,37,21,864,809,943
PCA_NC_05184,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05187,0,4,5,2,8,6,200,152,139,8746,11709,12195
PCA_NC_05186,919,804,725,154,110,204,1525,1649,1580,4984,5682,6855
PCA_NC_05189,976,1006,823,168,218,260,1964,1719,1794,6142,7719,8586
PCA_NC_05188,1151,1029,1002,113,92,130,1315,1251,1176,880,1766,1971
PCA_NC_05224,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05225,0,0,0,0,0,0,0,0,0,0,0,9
PCA_NC_05227,11,18,27,0,0,0,25,18,30,20,117,92
PCA_NC_05220,0,0,0,0,0,0,5,2,14,22,15,32
PCA_NC_05221,1716,1904,962,5127,4868,7080,11421,11057,10572,378,190,295
PCA_NC_05222,91,99,74,408,369,425,11352,11731,11817,10182,15200,16792
PCA_NC_05223,0,0,0,2,1,0,116,109,118,0,0,0
PCA_NC_05228,12254,11556,10961,470,435,585,8341,8114,7912,4572,7561,8407
PCA_NC_05229,0,0,0,0,0,0,0,2,0,0,0,0
PCA_NC_05200,3174,3385,2931,31,38,53,2250,2344,1970,3714,5736,6503
PCA_NC_05201,1131,1324,1268,4,10,14,52,56,53,1092,1146,1114
PCA_NC_05204,0,0,6,0,0,0,4,4,6,40,0,32
PCA_NC_05205,30,6,22,0,0,0,19,14,10,26,0,52
PCA_NC_05208,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05209,0,0,0,0,0,0,0,0,0,0,18,0
PCA_NC_05196,4428,3954,3924,207,230,281,3780,3692,3656,1251,2522,3249
PCA_NC_05197,921,824,1004,90,64,148,1129,1122,1020,782,1537,1766
PCA_NC_05194,1028,1035,762,323,348,442,2451,2530,2188,2138,2066,2326
PCA_NC_05195,4,2,2,2,2,2,6,3,7,15,4,12
PCA_NC_05192,176,132,163,4,4,7,54,49,51,181,151,137
PCA_NC_05193,0,6,10,14,4,8,5257,5394,5346,60,96,101
PCA_NC_05190,2628,2288,2254,163,142,219,2973,2842,2981,2367,4017,4477
PCA_NC_05191,578,521,502,8,20,12,306,262,283,170,242,353
PCA_NC_05198,4079,3492,3602,85,83,93,1038,837,865,1524,1853,2416
PCA_NC_05199,1425,1446,1196,118,92,168,1739,1844,1917,1389,2220,2605
PCA_NC_05202,731,655,612,72,70,130,1009,1081,873,4319,3661,4493
PCA_NC_05203,177,138,127,6,19,18,238,227,195,1382,561,724
PCA_NC_05206,498,404,486,22,22,16,350,299,299,550,556,785
PCA_NC_05207,228,173,231,83,50,93,589,554,553,622,514,663
PCA_NC_05251,0,0,2,0,0,0,40,30,32,6,32,34
PCA_NC_05250,605,527,556,155,133,148,1043,973,877,1640,2260,2497
PCA_NC_05252,417,416,362,23,16,19,161,178,191,77,265,258
PCA_NC_05178,1098,1108,1114,88,88,138,1062,1137,1126,1360,1702,2092
PCA_NC_05179,1739,1891,1728,84,82,108,1504,1480,1428,2070,2860,3633
PCA_NC_05177,28,20,18,112,115,159,519,502,503,7689,16763,20280
PCA_NC_05237,1081,944,1013,237,184,286,1351,1409,1403,2838,2609,3020
PCA_NC_05236,570,558,550,41,20,40,266,241,253,240,663,380
PCA_NC_05235,0,0,1,0,0,0,0,0,0,0,0,6
PCA_NC_05234,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_05233,2,2,2,0,0,0,10,4,8,0,4,0
PCA_NC_05232,6094,5598,5736,236,276,335,3399,3240,3277,1506,2559,3077
PCA_NC_05231,235,270,218,24,36,56,613,607,609,366,541,542
PCA_NC_05230,126184,114845,117427,39,56,68,527,562,616,632,482,462
PCA_NC_05239,4,1,2,0,0,0,0,0,1,0,0,8
PCA_NC_05238,63518,63468,56912,12,18,22,96,98,131,110,83,94
PCA_NC_05246,4,3,0,2,2,2,67,47,47,26,22,27
PCA_NC_05247,0,0,0,0,0,2,18,10,21,338,470,695
PCA_NC_05245,805,663,625,42,58,60,640,663,581,1229,1506,1841
PCA_NC_05242,449,424,498,40,8,34,388,226,220,138,447,370
PCA_NC_05243,19,19,18,7,11,14,123,145,108,50,18,28
PCA_NC_05240,916,905,912,139,109,190,1042,1077,1088,1393,1423,1589
PCA_NC_05241,864,803,978,0,0,0,22,21,17,95,165,259
PCA_NC_05248,664,551,559,28,32,38,324,241,244,369,442,527
PCA_NC_05249,600,550,581,121,164,273,1202,728,599,615,763,821
PCA_NC_05226,0,0,0,0,0,0,0,0,2,40,0,14
PCA_NC_04506,23,40,5,0,0,0,304,278,279,0,2,10
PCA_NC_04507,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04504,309,287,460,13,18,40,276,314,347,418,570,580
PCA_NC_04505,0,0,0,0,0,0,11,18,12,0,20,26
PCA_NC_04502,22,7,13,0,0,0,19,52,46,57,28,94
PCA_NC_04503,6,3,8,0,0,0,0,0,3,68,56,49
PCA_NC_04500,466,427,264,0,0,0,36,30,84,0,0,0
PCA_NC_04501,1201,1005,860,0,0,0,33,63,91,16,4,17
PCA_NC_04508,0,0,0,0,0,0,0,0,1,0,0,0
PCA_NC_04509,0,0,0,0,0,0,0,0,0,0,0,10
PCA_NC_04559,4742,4375,5277,54,51,64,1785,1654,1732,194,114,185
PCA_NC_04558,1297,1140,1494,2,2,4,305,341,352,10,11,13
PCA_NC_04554,1493,1269,1332,70,59,78,1112,999,1157,2493,3989,4290
PCA_NC_04557,5387,4969,4953,422,332,459,4103,4067,3916,2060,4510,5305
PCA_NC_04556,3276,3186,3245,384,264,471,3734,3579,3499,1689,2396,2542
PCA_NC_04551,1169,1207,1103,176,176,270,1790,1764,1790,1903,2701,2863
PCA_NC_04550,5897,5235,5317,266,295,351,3611,3488,3311,5960,7194,7821
PCA_NC_04553,2,4,8,60,49,66,1337,1210,1458,7817,10629,12510
PCA_NC_04552,0,0,0,0,4,2,18,44,22,384,780,780
PCA_NC_04560,3650,3416,3383,436,357,553,2958,2794,2872,3924,5795,6709
PCA_NC_04561,148,130,162,11,23,27,135,143,180,54,70,122
PCA_NC_04562,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04563,2,0,0,0,0,0,2,2,0,40,0,4
PCA_NC_04539,1,7,0,80,85,91,523,422,410,150,356,330
PCA_NC_04538,6,7,3,6,4,10,38,37,36,32,28,55
PCA_NC_04533,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04532,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04531,6082,5521,5774,783,697,910,7225,7367,7473,5657,8783,9246
PCA_NC_04530,94,109,73,2,5,0,48,30,41,192,178,131
PCA_NC_04537,326,263,197,114,163,142,1016,888,908,3635,4394,4786
PCA_NC_04536,0,0,0,0,0,0,0,0,2,4,0,10
PCA_NC_04535,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04534,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04542,6638,6442,6128,322,282,505,3950,3871,3858,2697,2912,3576
PCA_NC_04543,2,0,0,2,6,4,13,14,8,58,177,262
PCA_NC_04540,986,973,861,74,44,70,394,383,404,1820,1643,1809
PCA_NC_04541,1493,1425,1402,68,35,69,470,458,451,210,278,319
PCA_NC_04546,973,878,753,232,176,226,2435,2149,2289,1714,3239,3597
PCA_NC_04547,49,35,29,6,4,4,146,127,163,344,471,505
PCA_NC_04544,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04545,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04548,337,372,288,118,91,130,857,938,859,726,1443,1645
PCA_NC_04549,2924,2656,2686,206,158,262,2676,2595,2516,4417,5279,5670
PCA_NC_04499,2,0,0,0,0,0,4,2,4,60,10,94
PCA_NC_04511,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04510,0,0,0,0,0,0,2,0,2,0,0,0
PCA_NC_04513,0,1,0,0,2,0,194,189,244,1198,2970,3053
PCA_NC_04512,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04515,0,0,0,0,0,0,0,0,2,0,0,0
PCA_NC_04514,0,0,0,46,34,58,384,310,396,7740,12516,13860
PCA_NC_04517,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04516,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04519,2036,2079,1892,176,165,282,1573,1522,1574,334,491,546
PCA_NC_04518,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04528,1193,1216,1174,53,52,103,978,838,864,1202,1314,1296
PCA_NC_04529,1905,1834,1777,223,132,232,2266,2109,2272,872,2036,2357
PCA_NC_04520,0,0,6,44,27,49,189,165,191,0,0,0
PCA_NC_04521,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_04522,8102,8003,7511,292,292,467,12884,12698,12811,13484,21323,23633
PCA_NC_04523,455,341,327,246,140,240,1464,1470,1373,936,1282,1324
PCA_NC_04524,2147,2291,2324,0,0,0,42,58,53,40,68,26
PCA_NC_04525,2,0,0,53,40,33,631,653,654,3474,8098,9864
PCA_NC_04526,30,30,28,70,42,51,260,337,282,4323,8043,9758
PCA_NC_04527,944,914,913,51,55,83,654,705,679,2505,2309,2587
PCA_NC_06458,64,70,71,58,65,95,350,363,390,20120,20449,22856
PCA_NC_06459,0,4,0,10,14,16,132,172,200,450,396,388
PCA_NC_06456,1883,1743,1772,140,185,210,1754,1600,1546,6682,6448,7239
PCA_NC_06457,2576,2565,2613,512,373,658,2089,2041,2182,3304,2865,3278
PCA_NC_06454,2415,2360,2097,140,140,188,2049,1823,1896,2738,2925,3343
PCA_NC_06455,4308,3910,4132,266,246,342,3526,3473,3348,3207,5219,6028
PCA_NC_06452,2349,2207,2275,231,194,317,3019,3068,2820,2432,4450,4863
PCA_NC_06453,1368,1130,1068,292,248,354,3198,3308,3212,4192,5096,6068
PCA_NC_06450,8,22,16,4,0,0,37,35,26,2,0,0
PCA_NC_06451,0,2,0,80,100,151,169,123,161,34,20,21
PCA_NC_06489,5383,5256,4915,1099,764,1214,9230,9688,9366,28030,26683,28933
PCA_NC_06488,1997,1831,1781,72,107,115,1952,2064,2124,942,1275,1692
PCA_NC_06485,2,2,0,0,0,0,12,8,10,46,58,120
PCA_NC_06484,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_06487,0,0,0,0,0,0,4,4,0,0,4,6
PCA_NC_06486,16445,15168,15186,536,472,662,4936,4681,4455,2484,2873,3299
PCA_NC_06481,1220,1173,1186,74,59,66,988,1047,1002,6341,8620,9884
PCA_NC_06480,372,300,284,172,148,184,1304,1242,1215,3066,3174,3322
PCA_NC_06483,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_06482,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_06438,82,88,105,12,22,18,97,109,74,599,509,498
PCA_NC_06439,289,263,303,28,8,32,196,178,182,1071,668,931
PCA_NC_06437,0,0,0,0,0,0,0,0,0,0,2,0
PCA_NC_06463,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_06462,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_06461,37,38,41,0,0,0,9,5,10,81,98,68
PCA_NC_06460,6,8,2,6,2,0,56,67,77,186,85,106
PCA_NC_06467,856,794,677,164,174,222,1829,1694,1587,5249,7016,6936
PCA_NC_06466,1634,1458,1553,43,62,62,1089,1049,1037,759,1568,1821
PCA_NC_06465,395,338,275,30,10,28,270,241,238,222,166,197
PCA_NC_06464,1759,1457,1449,70,81,93,1797,1561,1603,692,1411,1488
PCA_NC_06469,7408,6487,6263,351,361,531,3263,2845,3007,491,1125,1160
