Geneid,GS1,GS2,GS3,IT21,IT22,IT23,IT51,IT52,IT53,HS1,HS2,HS3
PCA_NC_17172,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17171,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17170,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17476,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17477,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17478,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17490,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17491,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17492,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17493,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17494,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17495,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17496,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17497,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17498,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17499,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17502,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17500,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17501,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17483,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17482,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17481,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17480,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17487,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17486,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17485,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17484,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17489,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_17488,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18619,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18618,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18613,150,158,136,88,78,182,467,481,466,18,20,32
PCA_NC_18612,830,927,826,30,27,38,3808,4038,4032,0,14,10
PCA_NC_18611,1268,1101,1086,50,33,61,423,460,503,70,60,89
PCA_NC_18610,2205,2073,2333,269,233,263,2038,2071,1967,739,1331,1532
PCA_NC_18617,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18616,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18615,8683,7739,7400,198,163,220,3979,3990,3887,1854,3976,4907
PCA_NC_18614,2,2,2,2,0,0,3,2,4,2,2,0
PCA_NC_18598,0,0,0,0,0,0,0,0,1,0,0,0
PCA_NC_18599,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18597,0,0,0,0,2,0,2,10,4,10,4,14
PCA_NC_18608,1362,1219,1164,44,47,76,602,582,509,420,642,805
PCA_NC_18609,573,606,634,0,4,2,1154,1140,1081,18,24,22
PCA_NC_18600,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18601,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18602,0,0,0,0,0,0,0,0,4,0,0,0
PCA_NC_18603,14,7,10,0,0,0,0,0,0,0,0,0
PCA_NC_18604,137,135,181,4,0,2,79,80,64,92,57,82
PCA_NC_18605,2093,1937,1826,132,118,171,1818,1792,1726,672,1050,1429
PCA_NC_18606,2,0,2,0,0,0,6811,6944,6208,8,2,30
PCA_NC_18607,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24081,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24080,0,0,0,0,0,0,0,0,0,0,0,1
PCA_NC_24083,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24082,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24085,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24084,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24087,2,0,0,0,0,0,0,2,0,0,0,0
PCA_NC_24086,0,0,0,0,0,0,0,0,2,0,2,0
PCA_NC_24089,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24088,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24092,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24093,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24090,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24091,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24078,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24079,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_24076,0,0,4,0,0,0,0,0,0,0,0,0
PCA_NC_24077,0,2,0,0,0,0,0,0,0,0,0,0
PCA_NC_15355,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15354,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15357,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15356,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15351,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15350,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15353,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15352,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15359,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15358,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15368,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15369,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15364,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15365,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15366,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15367,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15360,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15361,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15362,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15363,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15348,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15349,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15371,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15370,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_22025,1206,1352,1254,16,18,18,26,8,22,46,138,64
PCA_NC_22024,0,0,0,0,0,0,0,2,4,5,15,10
PCA_NC_22026,1358,1220,1251,132,122,236,1722,1660,1664,1340,2820,3140
PCA_NC_22021,801,752,710,70,54,110,1786,1784,1650,2264,2740,3053
PCA_NC_22020,118,137,109,32,19,28,417,464,399,631,573,651
PCA_NC_22023,162,163,142,70,76,106,5141,5345,5515,66,142,208
PCA_NC_22022,554,583,490,44,23,23,1625,1583,1567,963,1703,2147
PCA_NC_22018,0,0,0,45,20,43,124,101,171,661,1842,2083
PCA_NC_22019,3746,3316,3316,149,163,235,2201,2255,2004,3567,4872,5111
PCA_NC_22014,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_22015,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_22016,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_22017,620,596,467,449,473,593,3218,3154,3094,7035,8064,9202
PCA_NC_22012,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_22013,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18035,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18034,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18039,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18051,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18050,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18033,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18032,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18031,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18030,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18037,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18036,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18038,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18048,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18049,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18042,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18043,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18040,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18041,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18046,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18047,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18044,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18045,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18028,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_18029,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19016,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19017,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19014,1,2,0,0,0,0,5,2,0,28,104,96
PCA_NC_19015,0,4,2,44,24,20,146,149,143,2871,4328,4834
PCA_NC_19012,0,0,0,0,0,0,0,0,0,6,17,14
PCA_NC_19013,0,0,0,0,0,0,14,14,12,385,434,636
PCA_NC_19010,1,0,1,61,45,50,28,36,37,1195,2037,2213
PCA_NC_19018,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19019,122,96,95,46,18,25,50,34,56,6,17,15
PCA_NC_19023,4,0,0,0,0,0,0,0,0,2,4,0
PCA_NC_19022,0,0,0,0,0,2,24,30,30,8,14,14
PCA_NC_19021,1571,1441,1583,90,92,122,231,214,228,9,6,12
PCA_NC_19020,0,0,0,36,31,59,54,51,35,12,2,0
PCA_NC_19027,0,0,0,0,0,0,0,0,0,0,0,2
PCA_NC_19026,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19025,0,0,0,2,0,0,0,0,0,0,7,10
PCA_NC_19024,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19011,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19003,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19005,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19004,0,0,0,0,0,0,0,0,0,0,0,2
PCA_NC_19007,676,618,704,0,0,0,6,0,4,0,0,0
PCA_NC_19006,247,182,184,14,24,36,280,223,191,881,789,1033
PCA_NC_19009,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_19008,0,0,0,0,0,0,1090,1206,1166,0,0,0
PCA_NC_16310,68,41,70,0,0,0,2,0,0,0,0,0
PCA_NC_16311,38,48,78,0,0,0,0,6,4,0,4,0
PCA_NC_16312,18,10,12,0,0,2,8,16,12,31,12,4
PCA_NC_16299,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16298,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16291,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16290,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16293,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16292,0,0,0,0,0,0,0,0,2,0,0,0
PCA_NC_16295,0,0,0,0,0,0,0,2,0,0,0,4
PCA_NC_16294,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16297,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16296,0,2,0,0,0,0,0,2,0,0,0,0
PCA_NC_16288,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16289,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16287,1,2,0,0,0,0,0,0,0,0,0,0
PCA_NC_16309,200,132,122,20,6,14,204,394,236,216,398,342
PCA_NC_16308,1370,1372,1306,38,56,68,672,636,591,70,40,48
PCA_NC_16307,9462,8052,8717,88,86,130,1396,1264,1239,384,380,488
PCA_NC_16306,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16305,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16304,0,0,0,0,0,2,6,6,0,48,56,72
PCA_NC_16303,2570,2279,2349,194,172,181,2597,2543,2535,3491,4871,5810
PCA_NC_16302,9,7,13,2,0,10,16,21,11,130,202,252
PCA_NC_16301,0,0,0,0,0,0,0,1,0,0,0,0
PCA_NC_16300,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14002,33,32,24,12,18,6,86,48,67,4442,7056,7416
PCA_NC_14003,1333,1412,1161,640,493,719,4145,4107,3987,22473,17550,19125
PCA_NC_14000,1808,1683,1761,169,118,187,1299,1341,1287,1195,2252,2608
PCA_NC_14001,1757,1583,1597,122,92,151,1758,1687,1626,3307,4505,5249
PCA_NC_14006,17,24,20,6,2,9,2,7,4,0,0,0
PCA_NC_14007,1675,1786,1722,82,112,141,940,886,917,412,711,693
PCA_NC_14004,693,621,693,2,4,6,16,6,9,0,6,10
PCA_NC_14005,67,69,51,14,8,14,24,30,34,0,0,2
PCA_NC_14019,0,0,0,0,0,0,2,6,4,0,26,36
PCA_NC_14018,0,0,0,0,2,0,8,13,14,64,89,91
PCA_NC_14015,1173,1209,977,157,75,166,1026,992,1065,3450,4019,4393
PCA_NC_14014,1681,1570,1416,746,712,1113,3937,3985,3939,21994,22641,25173
PCA_NC_14017,6,4,6,6,0,4,16,16,8,908,788,832
PCA_NC_14016,82,120,90,22,12,30,99,83,168,0,14,26
PCA_NC_14011,6039,5499,5289,360,335,474,4607,4469,4240,3658,5920,6404
PCA_NC_14010,14,14,16,0,0,2,43,45,43,10,14,18
PCA_NC_14013,3850,3950,3615,368,299,508,3783,3432,3536,3762,7214,8309
PCA_NC_14012,2412,2043,2139,195,196,263,3207,3038,2993,268,607,625
PCA_NC_14008,1026,982,932,628,529,704,3525,3494,3489,15251,22683,25053
PCA_NC_14009,2,4,2,2,0,0,2,3,2,37,27,26
PCA_NC_13999,0,0,0,0,0,0,0,4,0,13,16,18
PCA_NC_13998,88,65,78,10,10,10,89,93,100,10,28,18
PCA_NC_13995,1265,1161,1135,134,111,167,1611,1505,1509,1302,2798,2938
PCA_NC_13994,8,12,12,43,12,18,80,85,78,2555,4032,4286
PCA_NC_13997,1625,1398,2113,12,16,32,406,409,506,68,34,74
PCA_NC_13996,669,638,435,5093,4350,6165,25310,24005,23126,39862,21908,26192
PCA_NC_13991,2628,2399,2652,261,172,264,2420,2624,2531,5398,6221,6679
PCA_NC_13990,42,43,40,30,56,54,472,483,408,2238,2605,2851
PCA_NC_13992,887,884,1007,188,114,193,1120,1197,1246,2003,2327,2370
PCA_NC_13988,0,0,0,0,0,0,2,2,0,0,0,0
PCA_NC_13989,0,0,0,0,0,0,25,24,25,0,0,0
PCA_NC_13986,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13987,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13985,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13993,4,2,2,0,0,2,0,6,8,199,273,236
PCA_NC_16127,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16126,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16125,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16124,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16123,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16122,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16121,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16120,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16129,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16128,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16134,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16135,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16130,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16131,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16132,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16133,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16112,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16113,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16111,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16116,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16117,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16114,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16115,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16118,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16119,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16488,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16489,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16480,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16481,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16482,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16483,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16484,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16485,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16486,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16487,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16475,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16474,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16477,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16476,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16471,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16470,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16473,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16472,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16479,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16478,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16493,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16492,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16491,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16490,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16495,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_16494,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14259,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14258,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14257,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14256,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14255,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14254,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14275,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14274,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14277,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14276,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14271,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14270,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14273,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14272,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14279,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14278,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14268,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14269,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14262,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14263,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14260,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14261,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14266,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14267,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14264,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14265,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14280,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14281,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14282,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14283,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14284,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14285,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14286,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20557,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20556,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20555,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20554,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20553,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20552,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20551,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20559,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20558,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20574,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20571,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20570,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20573,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20572,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20562,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20563,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20560,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20561,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20566,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20567,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20564,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20565,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20568,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_20569,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21213,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21212,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21211,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21210,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21217,9,22,17,0,2,0,27,49,50,6,14,17
PCA_NC_21216,2766,2430,2503,213,138,234,2045,2135,2075,4876,6650,7096
PCA_NC_21215,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21214,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21219,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21218,1771,1480,1473,144,164,263,2044,1856,1826,940,1184,1365
PCA_NC_21205,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21206,8,6,12,0,2,4,16,8,8,18,4,18
PCA_NC_21207,190,207,158,14,14,0,55,60,48,57,26,58
PCA_NC_21208,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21209,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21226,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21225,3,3,6,24,13,19,234,207,205,238,70,95
PCA_NC_21222,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21221,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21227,10905,10211,8974,233,299,502,5647,5432,5250,639,1323,1429
PCA_NC_21224,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21223,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_21220,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26281,0,0,0,4,0,0,8,10,17,28,25,63
PCA_NC_26280,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26283,0,0,0,0,0,0,2,0,0,0,0,0
PCA_NC_26282,0,0,0,0,0,0,0,0,0,0,0,2
PCA_NC_26285,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26284,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26286,2,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26275,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26276,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26277,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26278,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_26279,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14989,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14988,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14983,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14982,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14981,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14980,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14987,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14986,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14985,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14984,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_15000,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14978,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14979,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14976,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14977,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14974,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14975,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14998,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14999,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14990,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14991,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14992,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14993,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14994,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14995,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14996,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_14997,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13472,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13470,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13471,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13449,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13448,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13443,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13442,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13441,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13447,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13446,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13445,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13444,0,0,0,0,0,0,0,0,0,0,0,0
PCA_NC_13461,0,0,0,0,0,0,0,0,0,0,0,0
