Geneid,GS1,GS2,GS3,IT21,IT22,IT23,IT51,IT52,IT53,HS1,HS2,HS3
PCA_SD_00137,14,35,30,0,0,6,41,74,41,462,151,200
PCA_SD_00136,1463,1613,1947,108,184,184,3382,3848,3308,3876,2205,2876
PCA_SD_00135,432,450,593,81,120,101,2258,2310,2344,1965,1854,1448
PCA_SD_00134,2,0,6,0,3,0,59,49,45,17,11,2
PCA_SD_00133,0,0,0,0,0,0,0,0,0,0,10,2
PCA_SD_00132,358,599,657,16,42,25,487,656,476,154,434,112
PCA_SD_00131,4,2,7,0,0,0,12,10,11,16,11,4
PCA_SD_00130,218,295,294,30,37,32,465,634,404,1319,432,884
PCA_SD_00139,15,24,12,0,2,0,39,55,30,16,73,34
PCA_SD_00138,9,20,17,2,0,0,32,39,41,37,61,106
PCA_SD_00072,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00073,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00070,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00071,0,0,0,0,0,0,0,0,0,18,0,0
PCA_SD_00076,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00077,0,0,1,0,2,0,11,4,2,22,14,18
PCA_SD_00074,0,2,0,0,0,0,0,0,0,0,0,0
PCA_SD_00075,1182,1340,1650,56,72,76,1304,1433,1083,79,670,227
PCA_SD_00078,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00079,0,0,4,10,32,22,311,499,310,3105,5867,3339
PCA_SD_00223,797,906,1050,30,114,84,2325,3289,2432,1143,327,903
PCA_SD_00222,1985,2174,2160,1591,3305,2731,32857,36421,29948,23968,10842,21016
PCA_SD_00221,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00220,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00227,110,110,133,0,0,0,0,4,0,18,0,4
PCA_SD_00226,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00225,3822,4088,4987,132,262,240,8143,9927,8040,2962,12219,2620
PCA_SD_00224,477,545,703,16,60,46,1159,1192,1257,545,526,456
PCA_SD_00229,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00228,0,0,0,0,0,0,6,0,0,0,2,0
PCA_SD_00146,192,213,346,6,22,12,465,663,504,74,324,113
PCA_SD_00147,79,145,135,0,2,11,184,260,225,412,142,288
PCA_SD_00144,4,0,0,4,0,0,2,6,2,0,0,0
PCA_SD_00145,2,2,6,0,0,0,0,14,4,0,5,2
PCA_SD_00142,344,336,456,6,37,20,550,474,570,771,464,672
PCA_SD_00143,1526,1786,2045,59,55,77,3759,3850,4230,2342,1660,1931
PCA_SD_00140,1753,1803,2101,140,222,208,5756,6379,5727,3577,5901,3118
PCA_SD_00141,1542,1639,2266,64,84,74,1792,1976,1916,3505,1441,2729
PCA_SD_00148,150,194,210,4,10,16,352,311,356,245,507,211
PCA_SD_00149,1838,2020,2289,0,0,0,151,131,124,35,35,78
PCA_SD_00258,0,0,0,0,0,0,0,0,0,4,0,0
PCA_SD_00259,0,0,0,0,0,0,0,0,0,0,4,0
PCA_SD_00252,967,1071,1224,119,209,159,3208,2970,3377,170,137,115
PCA_SD_00253,1237,1478,1675,14,18,38,1151,1167,1137,1042,539,696
PCA_SD_00250,1085,1275,1403,158,293,232,5597,6486,5871,680,407,561
PCA_SD_00251,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00256,868,915,1286,781,1715,1243,3698,4785,3175,60191,34107,37125
PCA_SD_00257,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00254,1689,1781,2130,132,234,205,2051,2144,2115,5442,7744,4251
PCA_SD_00255,550,677,867,30,63,42,1136,1530,1059,398,192,427
PCA_SD_00021,737,802,1045,84,176,122,2398,2706,2181,2476,1618,2106
PCA_SD_00020,0,0,1,0,0,0,0,0,1,8,0,0
PCA_SD_00023,2,2,8,0,2,0,8,8,2,6,0,3
PCA_SD_00022,1018,1100,1519,36,92,52,1347,1812,1292,2781,1407,2466
PCA_SD_00025,0,0,0,0,0,0,6,4,4,0,0,0
PCA_SD_00024,0,0,2,0,0,0,0,0,0,0,0,0
PCA_SD_00027,12,8,6,0,0,4,10,10,6,0,0,0
PCA_SD_00026,2,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00029,2224,2166,3259,4,10,14,321,323,358,648,243,573
PCA_SD_00028,75,65,111,27,38,38,1937,2165,2247,28,73,106
PCA_SD_00195,574,633,761,50,76,76,1231,1316,1215,2870,1295,2561
PCA_SD_00194,946,1001,1417,37,92,111,1516,1981,1505,894,891,753
PCA_SD_00197,0,0,0,0,0,0,0,1,2,12,2,0
PCA_SD_00196,6,0,4,0,0,0,2,1,2,0,0,0
PCA_SD_00191,737,655,752,16,47,32,1172,1139,1302,454,218,403
PCA_SD_00190,0,2,0,0,0,0,0,0,0,0,0,0
PCA_SD_00193,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_00192,0,2,0,0,0,2,10,10,10,22,0,16
PCA_SD_00199,1,8,6,3,0,1,4,9,4,2,5,4
PCA_SD_00198,389,349,506,406,744,603,6075,8168,5360,8432,2704,7954
PCA_SD_00119,2045,2557,2903,296,468,385,9882,9960,10437,1330,740,690
PCA_SD_00118,0,0,0,0,0,0,5,2,2,0,2,0
PCA_SD_00115,2121,2270,3007,431,990,753,11498,14045,11138,7288,9220,5611
PCA_SD_00114,1020,1027,1116,1182,2118,1863,24497,25781,23057,43072,9159,43642
PCA_SD_00117,0,0,0,0,0,0,0,0,0,5,0,0
PCA_SD_00116,0,0,10,0,0,4,657,752,564,318,9004,232
PCA_SD_00111,0,0,0,0,0,0,2,0,0,0,0,0
PCA_SD_00110,976,1101,1323,7,21,20,430,563,394,999,609,1056
PCA_SD_00113,94,66,131,52,120,119,1138,1452,1062,282,215,282
PCA_SD_00112,0,0,0,0,0,0,0,0,2,0,0,0
PCA_SD_00090,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_00091,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00092,2279,2527,2845,75,150,150,3159,3340,3614,1812,6263,1409
PCA_SD_00093,2,2,4,0,0,0,2,10,4,0,4,0
PCA_SD_00094,0,0,0,0,0,0,0,0,0,4,0,0
PCA_SD_00095,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00096,2,2,4,0,0,0,2,2,10,0,8,20
PCA_SD_00097,1447,1573,2035,68,110,109,2414,3191,2402,1347,2480,1186
PCA_SD_00098,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00099,0,2,0,0,0,0,2,0,4,28,4,34
PCA_SD_00018,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00019,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00010,0,0,0,0,0,0,4,0,0,0,0,0
PCA_SD_00011,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00012,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00013,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00014,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00015,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00016,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00017,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00209,143,203,201,16,36,26,750,918,627,317,99,465
PCA_SD_00208,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00201,2414,2721,3153,92,240,202,21543,23773,24172,666,1248,395
PCA_SD_00200,2134,2317,2783,1505,2713,2288,29379,31755,28153,22821,19644,17996
PCA_SD_00203,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00202,532,693,777,28,54,53,554,701,544,64,74,17
PCA_SD_00205,0,0,0,0,0,0,0,0,0,0,2,1
PCA_SD_00204,1087,1338,1512,34,66,51,593,659,540,69,57,74
PCA_SD_00207,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00206,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00124,1046,1155,1653,76,119,82,2578,3490,2692,1356,588,1081
PCA_SD_00125,0,0,0,0,0,0,0,0,0,1,0,0
PCA_SD_00126,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00127,26,12,22,2,4,0,30,56,26,50,11,36
PCA_SD_00120,1157,1314,1489,10,17,20,2602,3200,2647,23,59,0
PCA_SD_00121,0,0,0,0,0,0,4,0,0,0,0,0
PCA_SD_00122,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00123,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00128,120,143,125,4,16,10,224,329,287,108,84,85
PCA_SD_00129,718,788,1246,31,69,35,1021,1189,877,875,575,812
PCA_SD_00069,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00068,2740,2979,3632,146,272,173,3333,4097,3503,3964,3424,2954
PCA_SD_00065,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00064,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00047,2183,2551,3149,64,110,138,2978,3750,2905,939,1377,788
PCA_SD_00046,0,0,0,26,24,14,298,382,298,756,3107,774
PCA_SD_00045,0,0,0,0,0,0,2,3,0,18,19,24
PCA_SD_00044,1254,1421,1750,163,273,271,3287,3489,3234,10085,9615,9688
PCA_SD_00043,1628,1889,2490,58,93,55,2906,2990,2782,3087,2012,2257
PCA_SD_00042,135,162,186,10,17,14,347,340,372,413,232,328
PCA_SD_00041,4,2,4,0,0,0,2,0,0,22,6,4
PCA_SD_00040,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00049,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00048,0,0,0,0,0,0,0,0,6,0,0,8
PCA_SD_00230,1689,1996,2486,14,92,56,3431,3803,3577,3770,6426,2921
PCA_SD_00231,2563,2507,3479,84,217,174,4351,5728,4279,7640,12843,7000
PCA_SD_00232,0,0,0,14,14,14,394,550,436,9479,10065,10879
PCA_SD_00233,820,914,1083,147,270,223,3248,3974,3205,882,3750,998
PCA_SD_00236,759,868,1010,70,126,86,2002,2766,2083,1629,1613,990
PCA_SD_00237,0,2,2,0,2,2,27,54,21,51,308,84
PCA_SD_00238,949,964,1405,55,97,88,1525,2044,1397,271,214,219
PCA_SD_00239,0,0,0,0,0,0,4,7,1,28,19,0
PCA_SD_00179,147,160,194,14,19,38,526,662,497,3363,686,2570
PCA_SD_00178,1612,1983,1538,0,0,0,10,12,18,28,10,12
PCA_SD_00173,1474,1711,1899,40,62,28,1665,1783,1866,497,2471,302
PCA_SD_00172,1638,1699,2352,165,278,232,4294,4837,4450,9502,4506,6857
PCA_SD_00171,1930,2441,2691,275,534,472,10173,9890,10403,6158,7201,3577
PCA_SD_00170,5498,6146,7373,809,1785,1527,33668,36908,33363,65350,26961,48191
PCA_SD_00177,4863,5297,5745,264,476,366,12777,13220,13986,6622,5762,4368
PCA_SD_00176,40,46,62,0,0,0,6,14,10,13,19,7
PCA_SD_00175,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00174,376,383,464,8,22,13,426,380,522,589,483,375
PCA_SD_00267,0,2,0,0,0,0,4,4,4,0,10,26
PCA_SD_00266,590,646,766,2,8,14,328,341,256,587,116,616
PCA_SD_00265,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00264,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00263,0,0,0,2,2,4,20,28,14,279,45,154
PCA_SD_00262,0,0,0,10,6,2,80,118,72,567,274,391
PCA_SD_00261,2,2,8,0,0,0,12,4,2,8,2,6
PCA_SD_00260,787,949,1257,16,72,61,1628,1838,1704,2411,3381,2155
PCA_SD_00036,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_00037,0,0,0,0,0,0,0,0,0,28,37,0
PCA_SD_00034,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00035,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00032,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00033,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00030,1815,2054,2355,60,162,166,3479,3369,3712,1528,5756,988
PCA_SD_00031,2,0,0,0,0,0,2,2,2,70,34,68
PCA_SD_00038,0,0,1,0,0,0,2,0,4,0,45,0
PCA_SD_00039,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00188,688,775,1005,122,208,168,2642,3278,2574,1925,1395,1622
PCA_SD_00189,0,0,0,0,0,0,0,4,0,2,1,0
PCA_SD_00182,2115,2243,2756,1039,1980,1677,26935,30696,26049,12737,21962,9708
PCA_SD_00180,633,626,782,283,576,462,7109,8928,6475,9526,2357,9620
PCA_SD_00181,818,991,1128,70,150,132,2546,3580,2434,2852,2142,2284
PCA_SD_00186,943,1007,1101,36,80,68,1361,1341,1215,1139,1970,788
PCA_SD_00187,1470,1598,1906,6,20,37,728,728,827,227,122,253
PCA_SD_00184,3,6,8,0,0,2,6,4,2,0,0,0
PCA_SD_00102,2,2,2,0,0,0,1994,4158,5601,6,13,8
PCA_SD_00103,8134,8864,10387,0,0,2,14,23,14,46,43,68
PCA_SD_00100,1354,1489,1902,36,120,78,1831,1895,1942,1859,1740,1696
PCA_SD_00101,0,0,0,10,38,26,871,925,715,62,70,2
PCA_SD_00106,1701,1861,2207,96,170,146,3592,4321,3611,2185,2735,1717
PCA_SD_00107,1454,1698,1439,0,2,3,223,247,152,180,63,193
PCA_SD_00104,996,1114,1239,46,78,72,1564,1792,1708,826,563,807
PCA_SD_00105,441,417,436,18,22,21,651,751,683,1027,158,975
PCA_SD_00108,0,0,0,0,0,0,2,0,2,10,16,0
PCA_SD_00109,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00167,913,1031,1209,200,426,382,7070,8061,6582,10681,4327,8602
PCA_SD_00067,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00066,2,0,4,0,0,0,12,40,18,22,10,14
PCA_SD_00061,0,0,0,2,6,8,36,44,18,0,22,0
PCA_SD_00060,0,0,0,6,12,4,99,110,97,0,14,6
PCA_SD_00063,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00062,4,10,6,17,46,40,310,381,243,121,91,60
PCA_SD_00218,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00219,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00216,486,492,570,18,46,36,790,782,800,732,810,501
PCA_SD_00217,0,2,0,0,0,0,14,8,10,56,6,18
PCA_SD_00214,0,0,0,0,0,0,0,3,4,0,0,0
PCA_SD_00215,78,78,107,6,0,0,204,220,249,473,274,224
PCA_SD_00212,0,0,0,0,0,0,0,4,0,0,2,0
PCA_SD_00213,2270,2441,3357,106,182,153,5830,7106,5657,2266,3875,1334
PCA_SD_00210,1170,1198,1681,53,88,51,2109,2198,2087,3184,1711,2302
PCA_SD_00211,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00151,501,570,625,24,58,27,879,786,938,815,818,813
PCA_SD_00150,2,0,4,0,0,0,0,4,0,0,0,10
PCA_SD_00153,939,1008,1258,2,0,0,64,53,78,24,14,2
PCA_SD_00152,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00155,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00154,2363,2759,2984,138,306,182,5914,6663,6204,1811,4829,1143
PCA_SD_00157,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00156,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00159,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00158,2,0,4,22,16,12,366,594,363,566,140,454
PCA_SD_00054,598,644,753,100,196,157,2390,2724,2462,396,1171,148
PCA_SD_00055,36,31,36,0,4,2,474,654,611,8,8,0
PCA_SD_00056,392,476,531,2,4,6,4177,4631,4386,18,111,20
PCA_SD_00057,4,6,0,0,0,2,234,235,240,20,12,10
PCA_SD_00050,22,21,41,0,0,0,17,12,15,52,14,29
PCA_SD_00051,3977,4363,4450,62,114,94,2209,2062,2434,3281,2155,2496
PCA_SD_00052,1232,1320,1384,44,92,80,2147,2321,2166,1641,1131,1161
PCA_SD_00053,417,504,605,84,200,150,2262,2921,2420,693,596,403
PCA_SD_00058,3,13,16,0,0,0,714,701,640,20,24,36
PCA_SD_00059,10,2,2,15,22,26,226,294,173,58,30,32
PCA_SD_00245,1103,1173,1456,34,70,56,1495,1848,1335,155,208,226
PCA_SD_00244,4,0,4,8,24,18,141,197,168,1086,564,1394
PCA_SD_00247,820,863,1018,249,399,377,6366,8363,5653,2239,2981,1938
PCA_SD_00246,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00241,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00240,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00243,2298,2537,2790,114,222,177,5485,7580,4982,15905,7494,12795
PCA_SD_00242,14,16,8,8,12,6,1741,2421,1931,855,844,860
PCA_SD_00249,10,0,6,4,8,8,200,289,204,1545,744,1294
PCA_SD_00248,10,19,12,0,2,2,437,598,495,16,31,28
PCA_SD_00183,0,2,14,0,0,2,4,18,2,2,7,25
PCA_SD_00185,498,618,728,86,180,132,2169,2142,1987,6126,1671,5207
PCA_SD_00168,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00169,2,3,0,0,0,0,2,9,11,4,0,6
PCA_SD_00160,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00161,896,1087,1205,199,422,336,5759,6915,5216,2228,3045,1698
PCA_SD_00162,0,0,0,0,0,0,10,14,4,16,0,0
PCA_SD_00163,1524,1695,1850,47,51,41,749,1115,776,66,40,96
PCA_SD_00164,0,0,0,6,10,8,38,63,38,36,274,52
PCA_SD_00165,414,433,542,130,305,219,3645,4858,3423,1006,775,840
PCA_SD_00166,155,224,255,10,34,43,839,1185,865,443,338,355
PCA_SD_00083,1156,1097,1425,14,40,41,1232,1203,1269,1682,926,1508
PCA_SD_00082,0,0,0,0,0,0,2,0,0,0,0,0
PCA_SD_00081,0,0,0,2,5,3,51,67,36,206,470,167
PCA_SD_00080,0,0,0,0,0,0,2,5,8,4,2,0
PCA_SD_00087,53,41,52,88,175,136,1693,2280,1394,3392,1580,3173
PCA_SD_00086,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00085,1291,1281,1554,10,26,16,841,746,830,841,1129,612
PCA_SD_00084,498,587,758,18,34,37,637,707,615,234,86,216
PCA_SD_00089,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00088,0,0,0,0,3,0,29,40,22,316,135,272
PCA_SD_00009,0,0,0,0,0,0,6,21,28,0,2,0
PCA_SD_00008,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00003,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00002,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00001,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00007,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00006,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00005,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_00004,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02029,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02028,560,643,825,31,104,78,1814,2129,1691,2978,1809,2292
PCA_SD_02023,71,91,151,0,4,4,57,71,47,14,6,80
PCA_SD_02022,161,186,224,2,26,8,340,406,392,248,201,147
PCA_SD_02027,816,882,1067,23,63,48,860,937,866,1466,621,1169
PCA_SD_02026,455,451,508,26,21,38,1896,2033,1846,702,392,461
PCA_SD_02025,1229,1538,1781,200,382,326,4101,4272,3921,2304,1865,2180
PCA_SD_02024,2,2,2,2,0,0,57,53,80,10,8,14
PCA_SD_02159,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02158,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02052,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02053,0,0,0,0,0,0,14,2,2,30,17,66
PCA_SD_02050,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02051,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02056,4,0,2,2,2,4,106,127,102,26,7,96
PCA_SD_02057,0,0,0,0,0,0,0,2,0,6,0,0
PCA_SD_02054,8999,9962,11232,245,570,436,32153,35083,36646,960,2510,675
PCA_SD_02055,10,14,18,0,2,4,86,112,91,2,2,0
PCA_SD_02058,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_02059,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02126,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02127,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02124,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02125,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02122,1252,1448,1734,60,114,113,2229,2223,2509,377,478,380
PCA_SD_02123,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02120,0,0,0,0,1,0,6,9,0,4,15,4
PCA_SD_02121,0,0,0,0,0,0,0,0,0,0,1,0
PCA_SD_02128,942,1029,1328,279,457,418,5882,6214,5194,8378,4934,7523
PCA_SD_02129,3909,4574,5197,37,59,58,935,1119,953,119,386,110
PCA_SD_02157,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02156,775,829,1136,53,75,68,1720,1732,1683,1138,632,879
PCA_SD_02153,0,0,0,12,4,2,22,32,20,1122,821,1031
PCA_SD_02152,2433,2754,3620,28,62,58,1696,2037,1802,516,519,586
PCA_SD_02151,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_02150,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02081,1295,1377,1525,37,107,89,2336,2392,2448,2279,1566,1290
PCA_SD_02080,759,966,938,18,24,26,764,868,943,530,1136,304
PCA_SD_02083,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02082,0,0,0,0,0,0,0,0,0,1,7,0
PCA_SD_02087,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02086,0,0,0,10,8,10,88,114,51,4148,1655,5026
PCA_SD_02038,233,175,213,35,76,50,1088,1303,1334,140,40,78
PCA_SD_02039,1092,1252,1409,55,108,86,1940,2197,1891,772,380,508
PCA_SD_02034,6,10,10,14,16,26,152,172,120,4638,2163,5110
PCA_SD_02035,760,853,1112,4,10,16,310,407,319,331,207,64
PCA_SD_02030,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02031,0,0,1,0,0,0,1,2,0,4,0,0
PCA_SD_02032,6,0,2,0,0,0,2,0,0,0,0,0
PCA_SD_02033,0,0,0,0,0,4,18,22,18,0,5,0
PCA_SD_02036,924,1086,1369,123,274,206,2711,3289,2337,1072,414,725
PCA_SD_02037,432,379,560,48,144,106,1652,1654,1381,1905,1263,1317
PCA_SD_02144,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02146,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02147,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02140,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02141,0,0,6,0,0,0,6,6,4,10,6,0
PCA_SD_02143,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02148,0,0,0,0,0,0,0,0,0,0,4,0
PCA_SD_02149,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02089,0,0,0,2,4,10,952,1241,953,3166,8337,1572
PCA_SD_02088,504,625,783,148,247,214,3190,4448,3027,415,566,273
PCA_SD_02085,19274,21144,24858,38,84,78,1601,1943,1518,2899,1490,2586
PCA_SD_02084,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02155,0,2,2,0,0,0,6,4,2,0,2,0
PCA_SD_02154,0,0,0,43,46,54,91,143,62,1282,1497,1713
PCA_SD_02067,543,642,759,36,64,58,1408,1505,1488,1027,598,822
PCA_SD_02066,27364,30353,33217,6,23,21,3323,3246,2888,2142,636,946
PCA_SD_02065,9,11,11,0,4,0,59,67,59,2,19,26
PCA_SD_02064,6,2,4,0,0,0,22,40,14,44,6,42
PCA_SD_02063,11,8,13,0,0,0,14,21,20,6,11,6
PCA_SD_02062,465,525,561,48,107,86,2099,2216,2219,4342,2861,3042
PCA_SD_02061,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02060,0,0,0,0,0,0,4,0,0,8,6,0
PCA_SD_02069,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02068,717,708,851,16,32,36,1028,1115,1113,1628,579,1036
PCA_SD_02119,0,2,2,0,0,0,2,6,0,8,0,0
PCA_SD_02118,1359,1578,1823,46,96,84,1399,1402,1354,468,1014,462
PCA_SD_02113,0,0,0,0,0,2,7604,8247,8595,16,7,4
PCA_SD_02112,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02111,0,0,0,0,0,0,12,2,6,0,1,0
PCA_SD_02110,182,203,252,10,14,10,473,771,417,889,306,735
PCA_SD_02117,708,721,1091,36,46,64,954,1028,940,909,348,866
PCA_SD_02116,12,6,18,18,32,16,3817,4305,4011,16,6,48
PCA_SD_02115,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02114,16,2,20,2,4,2,67,97,78,342,368,400
PCA_SD_02098,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02099,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_02096,10,0,10,2,4,0,21,16,14,45,167,37
PCA_SD_02097,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02094,451,432,648,57,93,82,1503,1411,1481,2155,1414,1434
PCA_SD_02095,2460,2734,3097,388,670,540,10735,10061,11242,11322,7897,7910
PCA_SD_02092,2,2,0,0,0,0,4,3,3,17,17,12
PCA_SD_02093,1202,1347,1640,104,277,191,4493,5335,4479,3825,2065,3007
PCA_SD_02090,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02091,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02162,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02160,0,0,0,0,2,0,30,22,26,322,470,572
PCA_SD_02161,0,0,0,2,6,0,40,172,34,177,1470,466
PCA_SD_02145,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02142,0,0,0,0,0,0,16,10,11,79,153,129
PCA_SD_02049,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02048,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02045,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02044,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_02047,0,0,0,0,0,0,0,0,0,22,4,8
PCA_SD_02046,0,0,3,0,0,0,0,0,0,0,0,0
PCA_SD_02041,0,0,0,30,64,56,890,1527,871,2075,12701,2078
PCA_SD_02040,544,616,804,14,28,26,592,737,507,404,122,262
PCA_SD_02043,575,585,905,52,97,62,1432,2046,1393,1603,796,1249
PCA_SD_02042,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_02131,2,2,2,0,0,0,76,64,72,18,2,2
PCA_SD_02130,0,0,0,0,0,0,0,4,2,0,0,0
PCA_SD_02133,434,476,565,38,117,70,1394,1311,1475,4943,1043,3641
PCA_SD_02132,757,886,835,60,107,117,1764,1530,1900,136,96,61
PCA_SD_02135,1028,1128,1363,92,160,127,1916,1663,1923,279,1272,166
PCA_SD_02134,339,395,466,11,39,23,557,663,638,1472,1030,1048
PCA_SD_02137,0,2,5,0,0,2,6,4,10,8,2,24
PCA_SD_02136,8,4,5,0,0,0,0,0,1,0,0,0
PCA_SD_02139,7,20,24,0,0,0,2,5,2,6,28,20
PCA_SD_02138,0,0,0,0,0,0,2,0,0,0,2,0
