Geneid,GS1,GS2,GS3,IT21,IT22,IT23,IT51,IT52,IT53,HS1,HS2,HS3
PCA_SD_18919,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18808,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18809,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18802,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18803,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18800,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18801,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18806,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18807,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18804,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18805,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18798,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18799,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18815,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18814,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18817,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18816,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18811,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18810,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18813,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18812,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12255,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12254,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12257,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12256,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12251,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12250,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12253,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12252,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12259,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12258,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12264,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12265,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12266,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12260,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12261,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12262,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12263,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12239,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12248,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12249,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12242,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12243,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12240,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12241,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12246,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12247,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12244,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12245,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22953,1040,1050,1245,39,95,77,1583,1648,1499,1363,455,1065
PCA_SD_22952,0,0,0,0,0,0,4,12,2,8,8,20
PCA_SD_22955,232,241,359,6,16,4,180,129,120,125,132,139
PCA_SD_22954,1,6,2,14,16,8,170,244,152,761,532,513
PCA_SD_22957,1425,1534,1936,348,652,573,10618,11653,10951,22374,19061,15462
PCA_SD_22956,411,448,558,12,12,12,76,94,84,1650,757,1927
PCA_SD_22959,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22958,70,66,79,27,52,36,301,359,308,11184,12602,11696
PCA_SD_22960,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22961,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_15130,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15132,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15119,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15118,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15113,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15112,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15111,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15110,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15117,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15116,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15115,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15114,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15131,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15133,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15134,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15109,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15126,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15127,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15124,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15125,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15122,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15123,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15120,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15121,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15128,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15129,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12444,558,651,610,24,48,34,1241,1430,1274,690,397,426
PCA_SD_12445,26505,29056,35187,0,4,0,76,39,38,42,30,28
PCA_SD_12446,900,1000,1106,10,22,16,529,706,596,136,195,20
PCA_SD_12447,558,651,670,20,66,48,1240,1025,1212,915,1436,948
PCA_SD_12440,5556,6356,6308,0,0,0,236,275,193,26,24,8
PCA_SD_12441,19,8,23,0,0,0,12,17,18,0,0,0
PCA_SD_12442,5,2,6,0,0,0,26,59,22,46,36,34
PCA_SD_12443,745,762,1079,52,66,70,1621,1988,1534,791,578,504
PCA_SD_12448,13942,15469,17934,1078,2130,1826,35076,35596,34839,29476,22549,22016
PCA_SD_12449,0,0,0,5,6,0,464,638,476,250,89,185
PCA_SD_12460,0,0,0,4,0,0,2,0,0,0,0,0
PCA_SD_12461,2,0,2,0,0,0,0,4,2,0,2,0
PCA_SD_12431,1326,1409,1586,119,273,225,3445,4223,3567,5438,24202,4885
PCA_SD_12430,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12433,301,304,392,20,47,24,786,721,807,736,414,794
PCA_SD_12432,0,0,2,0,0,0,0,0,0,10,2,10
PCA_SD_12435,9,12,12,0,0,0,0,0,0,0,4,0
PCA_SD_12434,4,2,4,2,8,2,59,75,77,292,225,416
PCA_SD_12437,1537,1603,2190,76,139,103,2055,2268,2077,761,819,672
PCA_SD_12436,79,116,142,0,2,2,35,61,20,14,34,0
PCA_SD_12439,4,4,7,0,0,0,267,323,282,8,6,6
PCA_SD_12438,0,13,8,0,0,0,182,237,202,0,6,0
PCA_SD_12457,0,0,0,0,0,0,4,0,4,16,26,22
PCA_SD_12456,0,0,0,0,0,0,0,0,0,18,4,6
PCA_SD_12455,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12454,0,0,0,0,0,0,0,0,0,18,16,54
PCA_SD_12453,2280,2545,3222,112,177,149,3036,3670,2962,4251,4562,4005
PCA_SD_12452,0,0,0,0,0,0,4,4,2,52,5,52
PCA_SD_12451,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12450,0,0,0,0,0,0,0,2,0,0,0,0
PCA_SD_12459,236,240,256,6,0,0,110,105,92,170,521,168
PCA_SD_12458,0,0,0,0,0,0,6,0,3,6,14,2
PCA_SD_12429,0,0,0,0,0,0,0,0,4,0,4,0
PCA_SD_13539,349,377,330,258,522,376,5249,6930,4713,675,587,642
PCA_SD_13538,4287,4768,5412,50,86,83,3141,3254,3161,1706,1666,1078
PCA_SD_13537,0,0,0,0,0,0,0,0,2,23,0,2
PCA_SD_13536,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13535,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13534,696,738,956,10,40,30,690,850,669,303,357,248
PCA_SD_13533,946,877,1284,39,152,114,3009,4406,3197,14307,8986,10560
PCA_SD_13532,4,2,2,4,4,6,152,189,169,432,1123,196
PCA_SD_13531,0,0,0,0,0,0,10,12,8,376,193,485
PCA_SD_13530,2,4,0,5,6,2,235,325,188,383,853,190
PCA_SD_13544,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13542,2312,2473,3021,64,118,105,4467,5316,4296,3230,3331,2100
PCA_SD_13543,219,244,390,14,15,10,529,642,555,144,359,128
PCA_SD_13540,2,4,2,27,43,34,121,129,109,381,220,354
PCA_SD_13541,4388,4830,5151,81,168,124,2375,2511,2508,1080,1359,1183
PCA_SD_13515,5,4,12,0,14,6,64,70,63,312,155,143
PCA_SD_13514,671,604,855,60,113,91,1943,2715,1759,3772,1286,2883
PCA_SD_13517,1134,1268,1445,26,51,47,1136,1313,1196,184,120,113
PCA_SD_13516,2086,2390,2662,8,53,18,1963,2011,2000,669,818,346
PCA_SD_13511,266,294,324,38,78,60,8279,8554,7878,74,78,96
PCA_SD_13513,16,10,17,2,2,0,1050,1092,1155,510,136,149
PCA_SD_13512,585,647,827,32,70,26,972,1008,1042,891,565,844
PCA_SD_13519,977,1019,1173,28,45,62,1712,1999,1645,965,1026,793
PCA_SD_13518,23,21,22,26,64,30,309,372,264,44,33,58
PCA_SD_13528,0,0,0,0,0,0,0,0,0,12,8,0
PCA_SD_13529,559,667,701,12,44,14,5189,6536,3911,27500,30116,15523
PCA_SD_13524,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13525,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13526,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13527,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_13520,4246,4839,5195,70,130,84,3919,4162,3986,5454,5362,3514
PCA_SD_13521,0,0,0,0,0,0,2,0,0,35,6,40
PCA_SD_13522,0,0,0,4,0,4,434,698,554,6815,3102,4532
PCA_SD_13523,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16048,0,0,0,0,0,0,0,0,2,0,0,0
PCA_SD_16049,0,0,2,0,0,0,0,0,0,0,2,0
PCA_SD_16044,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16045,1567,1753,1976,34,76,42,1597,1563,1708,1003,2586,604
PCA_SD_16046,778,866,926,32,60,76,1392,1446,1612,939,1643,654
PCA_SD_16047,0,0,0,0,0,0,0,2,2,0,0,0
PCA_SD_16040,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16041,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16042,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_16043,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_16062,0,0,0,0,0,0,0,0,0,20,0,13
PCA_SD_16060,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_16061,0,0,0,0,0,0,0,2,0,0,6,0
PCA_SD_16039,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16038,2,0,0,0,0,0,22,24,23,16,38,0
PCA_SD_16037,0,0,0,0,0,0,0,0,0,22,2,11
PCA_SD_16036,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16059,387,426,466,33,48,38,922,1171,948,1055,308,1044
PCA_SD_16058,545,634,836,43,85,83,1465,1897,1493,2577,631,2173
PCA_SD_16057,2222,2256,2805,107,234,147,4343,5247,4283,2373,2166,2261
PCA_SD_16056,1043,1274,1375,18,60,60,1498,1837,1624,320,216,419
PCA_SD_16055,93,170,198,0,0,0,25,26,16,69,26,48
PCA_SD_16054,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16053,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16052,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16051,0,0,0,0,0,0,2,0,0,0,2,0
PCA_SD_16050,0,0,0,0,0,0,0,0,0,2,10,0
PCA_SD_17723,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17726,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17727,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17724,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17725,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17728,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17729,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17740,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17739,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17738,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17735,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17734,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17737,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17736,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17731,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17730,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17733,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_17732,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18089,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18080,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18081,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18095,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18094,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18097,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18096,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18091,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18090,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18093,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18092,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18099,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18098,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18079,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18078,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18088,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18082,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18083,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18086,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18087,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18084,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18085,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_18100,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16028,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16029,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16026,2,2,2,0,0,0,0,0,6,0,8,0
PCA_SD_16027,1819,1962,2301,31,60,50,1016,1087,1065,505,1625,440
PCA_SD_16024,0,0,0,0,0,0,0,2,0,0,0,0
PCA_SD_16025,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16022,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_16023,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_16020,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16021,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16013,42,39,65,0,0,0,53,53,46,199,35,281
PCA_SD_16012,73180,82299,103023,50,102,65,3312,3170,2917,593,6667,640
PCA_SD_16011,0,0,0,0,0,0,2,0,5,14,0,10
PCA_SD_16017,1092,1304,1449,28,48,42,1162,1150,1300,246,2950,144
PCA_SD_16016,0,0,0,78,186,111,1700,2210,1490,37424,15648,30879
PCA_SD_16015,482,549,743,34,81,56,1216,1211,1219,3497,1996,2994
PCA_SD_16014,50,31,96,10,7,11,1032,1139,1102,776,319,520
PCA_SD_16019,2005,2165,2436,35,76,43,1706,1622,2039,2727,3973,2317
PCA_SD_16018,415,454,597,8,12,8,364,306,379,450,989,507
PCA_SD_16031,8,8,2,0,0,0,6,16,15,42,8,4
PCA_SD_16030,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_16033,119,129,195,4,6,2,89,92,83,63,23,36
PCA_SD_16032,22,24,32,0,0,4,60,53,54,8,10,36
PCA_SD_16035,0,0,0,2,0,0,0,0,1,0,2,0
PCA_SD_16034,2828,3318,3605,12,40,28,2354,2372,2582,1548,5224,1443
PCA_SD_19449,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19448,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19445,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19444,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19447,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19446,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19441,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19440,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19443,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19442,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19452,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19453,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19450,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19451,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19438,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_19439,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_14859,10,2,17,114,202,182,449,531,368,90,6,85
PCA_SD_14858,0,0,0,0,4,0,4,2,4,0,0,0
PCA_SD_14855,378,439,535,15,21,18,415,531,403,55,101,114
PCA_SD_14854,2256,2669,2883,8049,14537,11701,47570,46778,40590,4976,1385,3102
PCA_SD_14857,291,317,383,30,54,46,878,789,781,1154,345,1174
PCA_SD_14856,1088,1012,1448,12,14,22,710,876,596,959,144,518
PCA_SD_14851,2084,1966,2681,4529,8605,7512,39304,45143,33401,3061,674,2159
PCA_SD_14850,478,536,645,31,31,26,431,524,412,276,242,187
PCA_SD_14853,0,0,0,0,0,2,4,0,0,0,0,0
PCA_SD_14852,1999,2303,2624,7567,14580,12118,47521,51955,39246,3485,1173,1910
PCA_SD_14864,4167,4697,5821,51,130,115,3809,4624,3970,2442,1727,2019
PCA_SD_14865,16,12,20,2,6,6,33,29,22,22,11,28
PCA_SD_14866,1078,1062,1518,94,160,136,2848,3563,2944,1122,1232,724
PCA_SD_14867,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_14860,0,0,0,106,224,192,2031,2655,1674,164,24,90
PCA_SD_14861,32,33,20,131,238,207,1411,1708,1298,80,28,48
PCA_SD_14862,3169,3095,3745,373,712,541,14003,15095,14178,558,468,479
PCA_SD_14863,532,555,741,8,12,16,1154,1544,1360,194,62,118
PCA_SD_14868,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_14846,195,202,269,1,0,2,144,236,149,29,18,26
PCA_SD_14847,77,66,79,0,2,2,212,287,245,132,24,116
PCA_SD_14844,4,15,1,0,4,0,69,101,57,24,10,69
PCA_SD_14845,0,0,0,0,0,0,2,0,0,0,0,6
PCA_SD_14848,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_14849,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_14869,0,0,0,0,0,0,0,1,0,30,2,0
PCA_SD_14870,161,232,253,2,6,8,181,252,203,182,144,20
PCA_SD_20456,878,1029,1232,364,684,561,8638,9962,7854,9754,4474,8698
PCA_SD_20457,581,739,949,56,140,112,1980,2597,1831,609,254,590
PCA_SD_20454,380,482,574,33,57,52,1362,1489,1381,1231,964,1161
PCA_SD_20455,0,0,0,0,0,0,0,2,0,0,0,0
PCA_SD_20452,527,368,341,12,27,20,348,412,385,58,405,34
PCA_SD_20453,2192,2412,3113,16,18,26,132,85,88,89,85,66
PCA_SD_20450,457,489,609,20,30,22,420,374,462,605,543,494
PCA_SD_20451,96,83,110,0,1,12,45,81,54,311,105,337
PCA_SD_20458,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_20459,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_20462,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_20461,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_20460,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_20447,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_20446,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_20449,90,125,136,20,10,10,262,274,246,411,262,462
PCA_SD_20448,0,2,0,0,2,0,43,52,35,517,290,609
PCA_SD_15016,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15017,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15014,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15015,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15012,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15013,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15010,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15011,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15018,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_14999,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15001,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15000,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15003,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15002,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15005,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15004,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15007,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15006,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15009,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15008,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15490,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15491,0,0,4,0,0,0,10,12,22,16,6,6
PCA_SD_15470,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15471,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15472,15,26,36,2,4,4,70,64,75,14,5,0
PCA_SD_15473,269,304,355,98,141,115,2439,2803,2248,453,218,441
PCA_SD_15474,249,274,274,15,23,8,219,261,238,140,59,147
PCA_SD_15475,7,4,2,0,0,0,2,3,2,24,0,54
PCA_SD_15476,4,7,4,0,2,2,33,28,36,0,8,10
PCA_SD_15477,218,231,191,25,78,46,1503,2465,1546,1478,963,1262
PCA_SD_15478,944,1000,1460,60,135,94,3006,4090,2776,2756,947,2094
PCA_SD_15479,1286,1286,1440,2,2,0,389,323,315,1423,316,1391
PCA_SD_15489,0,0,0,0,2,0,2,6,2,48,25,74
PCA_SD_15488,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_15485,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15484,95,118,198,2,10,4,195,230,206,310,193,332
PCA_SD_15487,603,709,814,10,110,85,1915,2134,1819,2575,1204,1793
PCA_SD_15486,36,53,43,1,8,2,123,90,155,68,47,57
PCA_SD_15481,7,5,13,23,29,23,1391,1833,1592,1237,1443,929
PCA_SD_15480,56,32,45,0,4,0,41,45,40,231,57,144
PCA_SD_15483,45,31,75,0,9,5,61,68,88,72,84,44
PCA_SD_15482,66,115,131,6,14,4,218,175,185,538,202,400
PCA_SD_15469,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12871,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12870,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12873,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12872,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12875,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12874,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12877,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12876,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12879,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12878,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12866,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12867,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12864,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12865,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12862,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12863,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12860,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12861,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12868,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12869,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12884,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12885,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12880,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12881,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12882,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12883,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_12859,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22009,44,44,40,2,8,0,99,82,84,189,152,149
PCA_SD_22008,408,361,494,8,18,14,449,470,442,611,278,338
PCA_SD_22010,76,66,117,2,4,6,93,152,123,159,85,119
PCA_SD_22011,0,0,0,0,0,0,0,0,0,0,2,0
PCA_SD_22012,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22013,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22014,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22015,0,0,0,0,0,0,0,0,0,6,2,8
PCA_SD_22016,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22017,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22018,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_22007,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15962,0,0,0,0,4,4,61,66,31,769,400,624
PCA_SD_15963,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15960,2876,2989,3878,390,738,570,13717,14548,13726,37782,18438,25430
PCA_SD_15961,22,17,52,0,4,0,4,0,0,6,2,4
PCA_SD_15959,4,10,0,4,0,10,216,266,243,83,8,43
PCA_SD_15958,1995,2115,2701,54,104,86,1339,1189,1360,117,361,80
PCA_SD_15957,0,1,2,0,0,0,0,2,0,0,0,0
PCA_SD_15956,605,658,736,24,27,30,681,588,760,324,480,320
PCA_SD_15955,0,0,0,0,0,0,0,0,0,0,0,0
PCA_SD_15954,0,0,0,0,0,0,29,12,16,0,0,0
PCA_SD_15953,0,0,0,0,0,0,0,0,0,0,0,0
