Geneid,GS1,GS2,GS3,HE1,HE2,HE3,IT61,IT62,IT63,IT91,IT92,IT93,UG1,UG2,UG3
evm.model.hcontig_049_002.20,2,7,6,1,6,1,0,1,1,550,497,4,0,0,1
evm.model.hcontig_049_002.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
evm.model.hcontig_049_002.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
evm.model.hcontig_049_002.26,429,517,468,69,178,53,69,109,80,241,946,392,265,248,235
evm.model.hcontig_049_002.65,2141,1714,2029,171,643,160,117,184,128,607,1303,580,1280,1149,1136
evm.model.hcontig_049_002.64,972,1016,1171,93,135,64,193,187,173,588,1881,932,515,333,442
evm.model.hcontig_049_002.60,0,0,2,11,40,21,0,0,0,7,18,2,1,1,1
evm.model.hcontig_049_002.63,355,300,364,4,12,8,204,65,171,351,3136,2043,34,21,38
evm.model.hcontig_049_002.62,261,280,308,99,247,115,135,27,124,249,1937,1213,26,19,25
evm.model.hcontig_049_002.40,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0
evm.model.hcontig_049_002.4,209,212,271,5,28,14,48,39,52,447,1220,357,84,46,88
evm.model.hcontig_049_002.5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
evm.model.hcontig_049_002.8,485,400,503,101,253,92,69,93,72,235,1057,502,414,223,299
evm.model.hcontig_049_002.1,60,65,70,1,1,2,0,0,0,4,136,70,50,44,67
evm.model.hcontig_049_002.49,1403,1289,1490,392,866,334,60,211,78,692,1550,449,1133,1100,983
evm.model.hcontig_049_002.42,1092,1092,1220,655,1621,481,128,120,130,611,1989,832,875,972,807
evm.model.hcontig_049_002.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.43,578,542,688,102,245,93,61,106,48,313,786,328,263,228,257
evm.model.hcontig_049_002.41,0,0,0,34,84,107,31,0,20,82,8190,3660,0,0,0
evm.model.hcontig_049_002.38,676,652,743,48,107,47,18,8,8,113,242,31,305,241,306
evm.model.hcontig_049_002.39,16552,16873,16778,242,748,275,121,249,105,1136,3806,1340,7542,5650,7344
evm.model.hcontig_049_002.32,5381,5136,5977,490,1348,478,1124,1038,1038,3968,19263,9270,3973,2583,3273
evm.model.hcontig_049_002.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.30,0,0,1,23,53,19,0,1,1,5,21,14,7,1,1
evm.model.hcontig_049_002.31,0,1,0,1,7,1,1,0,1,6,44,26,6,0,0
evm.model.hcontig_049_002.36,0,0,1,1,0,0,0,1,2,3,15,11,0,0,0
evm.model.hcontig_049_002.37,0,0,1,4,25,32,3,0,6,14,1215,531,0,0,0
evm.model.hcontig_049_002.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.35,0,1,1,0,2,1,0,0,0,2,6,1,0,0,0
evm.model.hcontig_049_002.17,1064,952,1186,189,442,158,91,129,64,346,850,351,542,434,516
evm.model.hcontig_049_002.10,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0
evm.model.hcontig_049_002.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
evm.model.hcontig_049_002.12,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1
evm.model.hcontig_049_002.13,627,696,710,135,326,105,87,180,78,512,1192,474,428,303,372
evm.model.hcontig_049_002.14,589,564,564,26,95,39,99,137,86,457,1167,437,310,285,253
evm.model.hcontig_049_002.15,2256,1883,2153,42,101,38,71,85,72,523,2231,685,675,553,726
evm.model.hcontig_049_002.16,3471,2867,3698,246,497,173,140,264,122,1322,3986,1179,1001,659,946
evm.model.hcontig_049_002.18,757,639,746,195,620,207,186,169,155,748,2947,1307,317,309,283
evm.model.hcontig_049_002.19,2837,2474,3082,125,356,115,120,355,121,1231,3019,891,1051,794,1014
evm.model.hcontig_049_002.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.hcontig_049_002.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.54,0,0,1,4,10,4,0,1,0,10,8,8,0,0,0
evm.model.hcontig_049_002.56,5,5,1,1,1,3,0,0,0,2,167,52,0,0,0
evm.model.hcontig_049_002.57,0,0,0,37,127,55,18,12,17,42,114,76,0,0,1
evm.model.hcontig_049_002.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_002.61,15,15,18,2,6,5,0,0,1,0,11,6,0,0,0
evm.model.hcontig_049_002.46,0,1,1,35,118,26,8,0,5,132,548,63,0,0,1
evm.model.hcontig_049_002.45,3667,3399,3511,655,1750,511,60,13,58,1009,1099,331,2371,2684,2284
evm.model.hcontig_049_002.44,6,3,2,4598,14688,4669,132,53,114,471,1955,1256,0,0,0
evm.model.hcontig_049_002.51,1393,1105,1314,63,247,86,29,47,33,408,904,352,551,503,499
evm.model.hcontig_049_002.50,531,493,524,844,1925,883,334,280,300,784,2051,986,494,455,423
evm.model.hcontig_049_009.6,0,0,0,3,13,3,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_009.5,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0
evm.model.hcontig_049_009.4,0,0,0,0,7,1,0,0,0,1,3,3,0,0,0
evm.model.hcontig_049_009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_009.3,0,0,0,17,31,10,0,0,0,0,1,0,0,0,0
evm.model.hcontig_049_009.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_009.11,1740,1370,1932,53,199,45,207,176,173,794,3942,1968,689,565,605
evm.model.hcontig_049_009.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_009.13,392,425,476,247,732,252,34,25,25,153,653,299,179,152,193
evm.model.hcontig_049_009.12,228,217,255,22,78,22,17,19,15,83,453,230,101,73,79
evm.model.hcontig_049_010.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_010.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_010.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_049_010.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
evm.model.hcontig_050_001.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_001.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_001.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_001.4,1,1,2,0,0,0,0,0,0,1,1,1,0,1,2
evm.model.hcontig_050_001.3,90,90,121,28,80,23,19,10,12,70,195,105,131,71,107
evm.model.hcontig_050_001.2,60,51,54,19,78,25,6,8,3,32,115,61,58,26,45
evm.model.hcontig_050_001.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_003.46,9,29,31,0,0,0,0,1,0,0,6,2,12,15,13
evm.model.hcontig_050_003.40,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
evm.model.hcontig_050_003.45,19,48,49,0,2,1,0,0,0,3,8,5,29,29,22
evm.model.hcontig_050_003.9,3776,4252,4203,57,253,102,121,196,122,630,2137,777,1593,1211,1591
evm.model.hcontig_050_003.29,282,178,258,36,79,49,150,110,165,335,1639,885,41,53,46
evm.model.hcontig_050_003.24,706,520,828,1,7,2,70,80,55,303,1309,606,280,271,259
evm.model.hcontig_050_003.25,2,2,3,0,0,0,0,0,0,0,1,2,0,0,5
evm.model.hcontig_050_003.26,1,0,1,0,0,0,0,0,0,8,4,1,1,1,0
evm.model.hcontig_050_003.20,3,3,2,480,2098,569,1,0,3,26,94,12,1,2,1
evm.model.hcontig_050_003.21,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.model.hcontig_050_003.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_003.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_003.27,2,0,0,3,9,9,1,0,0,6,658,258,0,0,0
evm.model.hcontig_050_003.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.hcontig_050_003.19,5566,5526,5800,461,1278,437,222,144,204,926,4665,2129,2162,1817,2322
evm.model.hcontig_050_003.18,1345,1349,1446,48,163,66,130,56,107,329,1341,691,461,394,504
evm.model.hcontig_050_003.17,6,11,11,599,853,105,1,11,1,3010,9695,602,2,4,4
evm.model.hcontig_050_003.16,3126,2803,2980,67,155,71,63,101,50,413,1232,472,817,634,742
evm.model.hcontig_050_003.11,2,2,2,8,20,8,1,1,0,3,17,8,6,1,1
evm.model.hcontig_050_003.10,1882,1857,2062,54,126,58,43,222,52,402,944,246,482,365,614
evm.model.hcontig_050_003.13,0,0,2,114,896,112,46,44,39,18,5394,374,0,2,0
evm.model.hcontig_050_003.12,62,63,99,92,184,77,44,94,59,396,693,235,100,62,65
evm.model.hcontig_050_003.33,827,661,835,86,253,102,41,10,25,117,233,99,379,234,346
evm.model.hcontig_050_003.32,4,10,6,34,138,54,5,1,10,12,530,268,1,1,2
evm.model.hcontig_050_003.31,3576,3518,3590,49,219,78,141,115,116,729,2462,1039,1729,940,1798
evm.model.hcontig_050_003.30,130,86,138,7,14,3,98,53,69,205,905,502,26,22,22
evm.model.hcontig_050_003.39,0,0,0,3,5,3,0,1,1,1,9,4,0,0,0
evm.model.hcontig_050_003.37,3287,3038,3473,539,1291,482,392,556,346,1635,5759,3007,1390,1096,1324
evm.model.hcontig_050_003.14,4,2,2,3631,8399,3765,139,218,152,761,209,125,0,2,3
evm.model.hcontig_050_003.15,790,746,944,245,549,240,68,139,64,471,1395,500,602,452,488
evm.model.hcontig_050_003.8,12309,15903,14724,8,43,28,25,32,16,118,396,186,4320,3629,4174
evm.model.hcontig_050_003.5,0,0,0,0,8,5,0,1,2,26,24,11,0,0,0
evm.model.hcontig_050_003.7,22,76,95,3,12,8,1,0,1,22,659,283,0,3,1
evm.model.hcontig_050_003.1,168,201,198,50,141,63,15,7,18,60,200,87,67,45,49
evm.model.hcontig_050_003.3,1141,977,1213,113,348,121,113,213,88,598,1814,761,480,428,421
evm.model.hcontig_050_003.2,1974,1653,1834,216,608,225,105,228,118,781,1753,668,1111,919,1062
evm.model.hcontig_050_006.1,318,322,334,25,77,20,6,28,2,38,88,39,205,225,217
evm.model.hcontig_050_006.4,3,1,3,0,0,0,2,0,0,2,3,4,1,0,1
evm.model.hcontig_050_006.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_006.2,219,227,257,63,132,66,25,17,23,85,229,120,126,100,100
evm.model.hcontig_050_010.9,89,80,98,28,43,13,8,10,11,33,134,45,79,30,51
evm.model.hcontig_050_010.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.10,98,92,121,15,44,14,26,21,19,64,191,95,145,92,123
evm.model.hcontig_050_010.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.20,1,1,1,0,6,0,1,0,1,3,4,1,13,2,11
evm.model.hcontig_050_010.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.1,0,0,0,30,62,26,5,4,10,12,41,18,0,0,0
evm.model.hcontig_050_010.7,5,5,2,9,32,10,9,8,6,21,37,25,14,22,17
evm.model.hcontig_050_010.21,5116,5572,5962,218,625,223,238,112,193,430,2418,1222,3739,2470,3214
evm.model.hcontig_050_010.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.11,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3
evm.model.hcontig_050_010.2,1416,1368,1673,184,493,165,93,153,114,806,2907,1283,360,314,355
evm.model.hcontig_050_010.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_010.19,1372,1240,1483,208,567,228,55,67,70,397,1299,546,916,606,787
evm.model.hcontig_050_011.6,0,0,0,0,0,1,2,0,0,2,13,5,2,0,0
evm.model.hcontig_050_011.27,0,0,0,38,111,46,0,0,2,7,13,3,0,0,1
evm.model.hcontig_050_011.25,2489,2385,2711,92,213,78,70,55,59,308,1194,483,545,423,632
evm.model.hcontig_050_011.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.4,2316,1879,2438,347,1222,352,316,524,293,1548,4606,1805,1273,1284,1163
evm.model.hcontig_050_011.5,2122,1975,2407,126,335,139,53,82,51,429,1146,460,965,712,844
evm.model.hcontig_050_011.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.26,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
evm.model.hcontig_050_011.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.28,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
evm.model.hcontig_050_011.13,231,498,440,3259,6038,3165,3316,4217,3177,7930,22193,10451,281,222,252
evm.model.hcontig_050_011.10,373,327,351,127,250,107,45,75,41,267,482,211,215,165,160
evm.model.hcontig_050_011.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.hcontig_050_011.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.19,0,0,0,0,0,1,0,1,0,2,5,0,0,0,0
evm.model.hcontig_050_011.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.38,4,6,6,3,5,1,0,1,1,3,10,2,9,8,7
evm.model.hcontig_050_011.39,0,0,0,6,44,13,0,0,0,8,7,2,0,0,0
evm.model.hcontig_050_011.31,1902,1720,2042,57,182,51,48,96,53,487,2129,694,1085,1070,977
evm.model.hcontig_050_011.32,1803,2529,2544,9,24,9,11,14,18,332,376,169,297,100,196
evm.model.hcontig_050_011.33,40,49,55,4,9,5,4,2,8,16,37,16,15,7,7
evm.model.hcontig_050_011.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_050_011.36,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
evm.model.hcontig_050_011.37,0,2,4,3,1,0,0,0,1,0,1,3,3,0,0
evm.model.hcontig_052_006.145,289,706,632,1873,3897,2032,3626,4255,3323,8623,36479,17409,174,138,144
evm.model.hcontig_052_006.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.146,0,0,0,17,18,4,0,0,0,4,2,0,0,0,0
evm.model.hcontig_052_006.143,77,93,98,89,121,60,32,46,42,136,360,145,42,21,24
evm.model.hcontig_052_006.94,1527,1327,1634,326,790,331,128,114,124,668,1980,825,746,646,721
evm.model.hcontig_052_006.14,1237,1232,1690,12,28,11,61,126,38,356,1381,640,439,396,406
evm.model.hcontig_052_006.144,620,1037,854,2947,5887,2760,3149,4227,3035,7343,26186,11879,494,367,393
evm.model.hcontig_052_006.141,61038,72283,80282,9,523,405,2,3,0,2,3,4,21460,18441,20144
evm.model.hcontig_052_006.142,533,573,575,207,799,328,79,64,63,378,1272,672,259,206,225
evm.model.hcontig_052_006.18,1,4,0,2,2,1,0,0,0,44,10,2,1,0,0
evm.model.hcontig_052_006.153,1,1,2,940,2130,931,9,5,5,63,143,54,0,0,0
evm.model.hcontig_052_006.130,1034,1260,1444,269,504,201,221,270,201,844,2795,1688,358,251,342
evm.model.hcontig_052_006.10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.hcontig_052_006.11,1,0,0,2900,5510,1540,592,29,515,241,509,904,0,0,0
evm.model.hcontig_052_006.12,179,192,197,39,48,36,33,9,24,45,151,103,71,55,80
evm.model.hcontig_052_006.13,2,0,0,1721,4512,1167,1722,178,1529,1058,1646,3369,0,0,1
evm.model.hcontig_052_006.17,924,778,907,190,462,202,559,223,486,1122,7584,4647,216,161,193
evm.model.hcontig_052_006.112,471,426,444,88,172,68,189,88,161,347,1359,800,140,74,107
evm.model.hcontig_052_006.68,517,488,564,42,60,27,22,38,17,112,284,124,76,62,112
evm.model.hcontig_052_006.110,3040,2693,3113,777,1883,595,127,326,126,964,1919,596,3725,4635,3771
evm.model.hcontig_052_006.111,11,8,5,0,4,4,7,4,6,16,73,31,3,2,2
evm.model.hcontig_052_006.114,7801,7267,7896,2002,5377,1701,929,1819,857,4302,13239,4988,9103,9255,8172
evm.model.hcontig_052_006.115,155,192,174,39,63,13,2,25,13,68,224,106,67,54,70
evm.model.hcontig_052_006.74,4,11,7,194,923,369,58,7,64,91,26778,10349,3,2,1
evm.model.hcontig_052_006.72,448,437,499,84,149,62,48,124,72,311,1033,411,112,76,113
evm.model.hcontig_052_006.73,5,6,3,2,19,18,29,2,28,9,12602,4941,0,1,0
evm.model.hcontig_052_006.70,2703,1998,2645,80,217,92,103,392,89,900,3502,1279,1218,1034,1147
evm.model.hcontig_052_006.15,3790,4228,4407,241,658,212,126,263,126,806,3136,1439,1238,1083,1257
evm.model.hcontig_052_006.30,210,466,467,17,24,6,115,530,120,1180,1808,1066,21,20,20
evm.model.hcontig_052_006.19,4394,4789,5315,9,26,17,3,31,3,39,36,26,3223,3460,3296
evm.model.hcontig_052_006.31,37795,42808,48270,211,593,307,8,226,18,1145,1048,111,4394,3724,5102
evm.model.hcontig_052_006.79,18567,22905,21382,1336,5000,2548,394,440,307,859,11805,3988,24590,22119,19180
evm.model.hcontig_052_006.63,2,13,4,2,1,0,0,0,0,1,1,1,3,5,2
evm.model.hcontig_052_006.62,9605,12541,13323,5,120,90,0,0,2,2,1,1,3667,2771,3304
evm.model.hcontig_052_006.35,9,12,13,11,10,4,7,1,11,16,41,25,6,3,8
evm.model.hcontig_052_006.39,189,224,265,17,33,16,10,8,7,64,160,56,192,121,176
evm.model.hcontig_052_006.33,3723,3474,3946,389,850,314,129,225,109,841,2110,856,2490,2312,2443
evm.model.hcontig_052_006.58,4,7,6,39,87,15,62,49,40,1487,4257,841,5,4,4
evm.model.hcontig_052_006.54,9,12,22,1,1,0,0,0,0,8,14,5,20,26,16
evm.model.hcontig_052_006.55,67598,66324,70581,19,227,243,3,2,2,26,3,2,26863,28194,26447
evm.model.hcontig_052_006.56,4,9,22,169,401,167,388,102,314,534,4179,2995,4,3,4
evm.model.hcontig_052_006.50,0,0,0,1635,2861,1204,136,92,154,185,348,532,0,0,0
evm.model.hcontig_052_006.51,662,666,713,186,473,172,80,68,85,290,1195,573,205,132,199
evm.model.hcontig_052_006.52,2209,2370,2640,154,304,150,156,180,159,656,2199,1109,1518,1174,1379
evm.model.hcontig_052_006.53,19,21,31,37,86,34,0,1,0,621,561,7,59,25,38
evm.model.hcontig_052_006.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.1,973,768,898,14,51,26,91,173,77,422,1565,625,556,595,440
evm.model.hcontig_052_006.6,1,1,1,3617,6609,3180,681,204,643,384,845,1364,1,4,1
evm.model.hcontig_052_006.7,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
evm.model.hcontig_052_006.4,248,169,215,0,4,0,36,96,36,271,472,223,88,57,86
evm.model.hcontig_052_006.5,1300,1178,1477,9,35,13,109,241,86,1267,2293,918,648,582,608
evm.model.hcontig_052_006.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.90,41,76,80,0,4,1,0,0,1,27,19,10,55,38,70
evm.model.hcontig_052_006.91,400,457,487,346,590,280,769,353,787,1500,7695,4356,143,103,151
evm.model.hcontig_052_006.92,3,3,1,21,63,27,2,1,1,22,34,14,2,2,1
evm.model.hcontig_052_006.77,406,442,454,41,158,71,54,197,26,326,1025,746,207,122,189
evm.model.hcontig_052_006.95,7,10,13,33,46,39,3,1,4,6,27,6,37,21,24
evm.model.hcontig_052_006.96,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0
evm.model.hcontig_052_006.97,18,20,24,0,0,0,0,0,1,0,6,3,7,5,5
evm.model.hcontig_052_006.140,3234,3043,3305,2897,7701,2625,1349,2097,1274,4236,14174,6732,4647,5747,4161
evm.model.hcontig_052_006.76,1757,1701,1882,72,178,61,63,128,44,589,1109,288,1104,967,963
evm.model.hcontig_052_006.75,721,178,177,892,3779,2829,140,92,114,391,3700,1179,548,529,372
evm.model.hcontig_052_006.78,12,13,10,0,0,1,0,4,0,15,14,4,25,21,26
evm.model.hcontig_052_006.20,1,0,1,2313,2554,1163,167,399,171,117,192,646,0,0,1
evm.model.hcontig_052_006.38,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
evm.model.hcontig_052_006.113,10,10,5,3,8,1,6,22,10,29,48,18,34,33,31
evm.model.hcontig_052_006.117,370,266,304,107,249,112,35,3,27,51,2149,1014,119,132,132
evm.model.hcontig_052_006.46,45,43,45,12,27,7,3,1,0,22,27,12,14,10,15
evm.model.hcontig_052_006.134,385,396,364,99,170,75,18,9,18,51,197,94,113,77,118
evm.model.hcontig_052_006.135,0,2,0,2,1,0,0,0,0,1,25,16,0,0,0
evm.model.hcontig_052_006.136,0,0,1,4,8,9,32,0,34,10,1899,1195,1,0,0
evm.model.hcontig_052_006.137,0,0,1,22,15,14,4,1,6,8,29,34,0,0,0
evm.model.hcontig_052_006.132,2714,2090,3193,57,164,37,114,186,117,704,5975,2502,740,543,727
evm.model.hcontig_052_006.133,1,1,1,0,1,2,0,0,0,0,1,1,2,1,2
evm.model.hcontig_052_006.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.154,0,0,0,24,58,17,1,2,2,3,5,7,0,0,0
evm.model.hcontig_052_006.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.150,35,29,41,0,2,2,6,5,3,16,37,34,6,15,11
evm.model.hcontig_052_006.151,7,6,5,1,3,2,1,1,2,2,13,4,0,4,2
evm.model.hcontig_052_006.69,311,264,351,7,8,1,16,20,13,50,164,77,68,37,89
evm.model.hcontig_052_006.119,0,0,1,1,7,1,0,0,0,6,7,5,0,1,0
evm.model.hcontig_052_006.59,1,0,0,23,56,30,53,40,55,59,817,518,0,3,1
evm.model.hcontig_052_006.57,1955,2136,2460,152,409,167,340,356,304,1365,6686,3213,365,225,307
evm.model.hcontig_052_006.128,794,838,855,1696,3973,1618,539,786,500,1753,5073,2213,1067,1252,1028
evm.model.hcontig_052_006.32,5502,7385,7901,17,71,54,5,15,1,20,24,11,1845,1025,1570
evm.model.hcontig_052_006.101,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
evm.model.hcontig_052_006.100,9,10,10,8,9,10,1,0,1,4,8,3,26,12,19
evm.model.hcontig_052_006.102,340,362,379,56,178,53,25,27,23,156,436,204,162,136,208
evm.model.hcontig_052_006.109,1,1,5,3,9,2,3,3,2,8,42,15,4,2,2
evm.model.hcontig_052_006.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.hcontig_052_006.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.65,92,78,82,5,28,8,4,1,5,4,92,94,38,46,26
evm.model.hcontig_052_006.64,2621,2207,2797,75,229,82,80,172,71,684,2032,758,1360,1387,1267
evm.model.hcontig_052_006.67,5366,6814,6361,5,42,30,7,2,3,6,91,25,2374,1987,2227
evm.model.hcontig_052_006.66,2,2,3,13,49,29,0,1,1,30,19,1,1,1,0
evm.model.hcontig_052_006.61,10,8,13,0,2,1,2,2,1,10,11,9,44,69,45
evm.model.hcontig_052_006.60,4871,4159,5466,133,400,140,344,375,297,1479,10195,5194,1954,1596,1832
evm.model.hcontig_052_006.139,3,4,1,16,38,66,66,0,89,35,5262,3867,0,0,0
evm.model.hcontig_052_006.49,0,0,0,14,45,18,0,0,0,3,8,3,0,0,0
evm.model.hcontig_052_006.48,1,1,0,0,6,1,0,1,0,4,10,1,0,0,0
evm.model.hcontig_052_006.43,1130,805,926,368,860,368,194,128,173,601,2407,1375,128,116,111
evm.model.hcontig_052_006.42,5985,4687,6134,1024,2748,1122,557,1016,535,3506,18614,7984,1736,1259,1606
evm.model.hcontig_052_006.41,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0
evm.model.hcontig_052_006.47,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.44,1,1,1,1619,3405,1402,81,29,64,145,385,239,0,1,0
evm.model.hcontig_052_006.21,42,36,45,21,64,22,6,15,3,41,73,34,25,8,22
evm.model.hcontig_052_006.23,0,0,0,1,2,4,0,1,1,3,2,4,0,2,0
evm.model.hcontig_052_006.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.24,3,0,4,0,4,0,3,1,1,1,12,4,7,4,5
evm.model.hcontig_052_006.22,15,15,10,0,3,2,5,7,2,26,30,10,16,7,11
evm.model.hcontig_052_006.26,1989,2018,2119,311,777,272,234,203,238,958,4159,1807,1437,1048,1227
evm.model.hcontig_052_006.16,272,569,536,94,248,124,1355,294,1191,1583,13581,7647,136,40,136
evm.model.hcontig_052_006.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.hcontig_052_006.86,20783,17587,20551,11522,35111,10231,49,480,55,5118,6207,924,10677,11005,9688
evm.model.hcontig_052_006.85,948,707,883,102,243,105,4,0,6,78,83,18,278,228,309
evm.model.hcontig_052_006.82,5,8,5,21,40,19,9,15,6,22,85,58,0,1,0
evm.model.hcontig_052_006.81,13329,11975,13959,13,71,56,3,0,1,45,42,8,4559,3224,4157
evm.model.hcontig_052_006.80,0,0,0,4,7,5,97,288,106,551,1258,906,0,0,0
evm.model.hcontig_052_006.89,2571,2344,3088,221,692,261,187,332,196,910,2367,1073,1177,997,1169
evm.model.hcontig_052_006.129,10052,8678,9998,15184,34240,12829,1988,2048,1887,5287,22446,10522,10617,12369,9626
evm.model.hcontig_052_006.124,3537,2746,3503,346,881,347,238,429,209,1569,3677,1678,1938,1716,1719
evm.model.hcontig_052_006.36,2,5,6,0,0,0,4,1,4,13,26,20,3,4,6
evm.model.hcontig_052_006.37,12,6,10,0,0,1,5,2,1,6,40,23,7,2,6
evm.model.hcontig_052_006.152,0,0,0,39,86,36,0,1,0,0,10,1,0,0,0
evm.model.hcontig_052_006.138,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
evm.model.hcontig_052_006.93,1040,840,1045,128,411,185,52,99,39,411,1059,395,1063,1108,982
evm.model.hcontig_052_006.131,239,327,357,6,19,7,6,3,3,6,56,20,72,45,96
evm.model.hcontig_052_006.123,1585,1192,1635,323,709,242,267,416,281,1278,4818,2390,529,428,502
