"GS1"	"GS2"	"GS3"	"HE1"	"HE2"	"HE3"	"IT61"	"IT62"	"IT63"	"IT91"	"IT92"	"IT93"	"UG1"	"UG2"	"UG3"
"evm.model.hcontig_037_161.1"	7.17330577111772	7.0559319908895	7.17363015099548	8.38341664662524	8.24040754381587	8.49426240420713	9.94058284054362	8.5396634766991	9.69597542863662	8.67874706606153	9.43624284038172	9.67772936072992	5.56792142352605	5.53466878431034	5.79838140189906
"evm.model.hcontig_037_161.3"	-2.43373921949894	-2.36550239547977	-2.51804961118359	4.43885972128725	5.41316034031039	3.29129138707136	-0.186409510274923	-0.488063008560569	-0.10788017813663	3.54698664016554	2.95932350538047	0.207710826621052	-1.73461877984953	0.072234336193534	-1.66899353856305
"evm.model.hcontig_037_161.2"	7.93820650870346	7.99843137402235	7.89722666355911	9.33809351281578	9.17509787832098	9.18172963503821	7.91394063054853	7.99281632680829	7.86332179560502	8.0119566821042	8.0248138556743	7.88634543945015	8.23808468045316	8.34675289515091	8.23467482081358
"evm.model.hcontig_042_162.8"	8.57877405009206	8.62535396118535	8.52103689319042	9.68557876445724	9.52557074980311	9.68832088862227	8.86756198376548	8.22636246922689	8.89905855852613	9.56436717465118	8.94010888415632	8.29181654411079	7.2452839051158	7.3431955975409	7.48654440906733
"evm.model.hcontig_042_162.9"	9.61218594626789	9.54112549224085	9.45548238978796	8.94212530436603	9.16572972565323	9.10618092679622	8.03557597408569	8.82561249809478	8.0423732803196	9.28657104627978	9.23120889099669	9.03229110039652	9.21989812711745	9.39611677052602	9.14458153921168
"evm.model.hcontig_042_162.6"	8.48208053333469	8.71897320746716	8.71759119843921	4.4686582863194	5.18791901265907	4.32910247695515	7.43028240840725	7.66816020409372	7.41467889776843	8.12827294462562	8.0090686445396	6.94206953134403	8.49561454007081	8.79123910385637	8.93906171808563
"evm.model.hcontig_042_162.4"	-2.14114444419315	-2.13692820571773	-2.14612220735964	-1.45948837466378	-1.85366868786188	-1.44822402532302	-1.29564433102067	-1.42542602579284	-1.26185831536975	-1.99299808016965	-1.09233922879923	-0.132034081080068	-1.96173712957693	-1.8760523355281	-1.93350289698093
"evm.model.hcontig_042_162.5"	-1.69404211403527	-1.69293603598516	-1.69532893724579	-1.31566151988217	-1.03483165088636	-1.308656362831	-1.2137689717289	-1.29447857392104	-1.19275787391861	-1.16600626295971	-1.06390186302355	-0.986036971126283	-1.62800369788884	-1.57471740313259	-1.61044518407051
"evm.model.hcontig_042_162.2"	-0.866671585283873	-0.0515956668853184	-0.974200004812635	7.78570419239251	7.45592246199426	5.05900608153024	0.164861472910478	-0.158441126321517	0.249026706665611	0.685632623432466	7.90950238465933	6.33759967379299	-1.49445984725723	0.262611498196446	-1.42412480654421
"evm.model.hcontig_042_162.3"	3.276245104599	2.46842300069947	2.88423257863348	0.045840554959764	1.27371284873889	1.60816724218497	3.2532388497128	1.66529042554571	0.488680749822691	2.96973301135477	3.2369213268799	3.38099653941049	2.00581728850018	2.24481110472824	2.64571879409956
"evm.model.hcontig_042_162.1"	8.06299952271213	8.14503927718811	8.00134163385782	7.8488578728903	7.88457737913562	8.15421747950727	6.78508399232899	6.57653157301138	6.57309126776124	6.90790669439518	7.09200441711431	6.93235542070443	8.12987987655318	8.28188673443038	8.16475153486239
"evm.model.hcontig_042_162.14"	0.880159135829592	1.66420622673771	1.26659143607111	3.85583470202082	2.83752447275582	4.09631726367627	2.93469741628687	0.214322084870809	4.22351758276228	1.69734632879417	5.72471335992627	6.0191570791636	3.82244108105433	3.68381278565693	3.76255196658141
"evm.model.hcontig_042_162.15"	3.92095401636317	4.15219129116021	3.87021594831758	4.17992439855108	4.02938040348437	4.55774716368672	4.2523244524089	1.95138609700725	3.68992404989384	4.76802941306458	7.95341852131225	7.69265176630201	4.44751824669846	4.57107311681291	4.88801952236023
"evm.model.hcontig_042_162.16"	16.1781224407929	16.7453924036431	16.2624934867682	7.41818987773415	10.6563115573403	11.8638931326588	5.92460639725447	5.40021228166944	6.03680805437208	3.31303560982376	-0.780548163620935	2.69135144135264	16.3286721012382	16.2877085139682	16.2082433613141
"evm.model.hcontig_042_162.10"	8.27049807108663	8.14964952339448	8.21127467257832	9.49215148657025	9.21878029603571	9.33971045618107	8.47505293601254	8.34763334067197	7.96209534639356	8.45143557385339	7.98217828783641	8.00893381008039	8.16616278740304	8.08737454002629	8.14481823194436
"evm.model.hcontig_042_162.11"	8.28057786908348	8.23798407205241	8.15800873787711	8.99785562419282	8.8464698053765	8.88792712269566	9.38303979977566	8.61290362967432	9.15033323986425	8.83561799392316	8.91294927524809	8.95543210987651	7.82844527174887	7.71813634204843	8.09275844745907
"evm.model.hcontig_042_162.12"	8.684985133744	8.72729137759121	8.52933775297305	7.77173143070816	8.41764999748791	8.0246628599711	8.83040222801916	8.70732331779308	8.97780804640434	8.38722979292252	8.51089701602734	8.53098851281128	8.37424007841907	8.45443482169271	8.50479297534682
"evm.model.hcontig_042_162.13"	7.10246522270733	7.395198666398	7.22513856370305	6.26310938638237	6.25846024935817	6.4757756917745	6.09193820681534	0.98132897298752	6.71737493280434	7.75580388714465	7.84910801514	7.4793398704658	7.15078839459795	6.83814838761555	6.88212105745095
"evm.model.hcontig_083_167.3"	2.72377387273805	3.36826709295179	2.83710752219478	5.76553329649787	4.86271788348103	4.96753668470228	6.63423693575787	5.34766221792879	6.27695638667043	5.8107498263432	5.91940765526455	5.82037318671397	4.36053072964888	4.34628043861212	4.60258213311608
"evm.model.hcontig_083_167.6"	6.1891001012291	5.95708961491157	6.01032769033189	4.23060626060604	5.10565829616787	3.53766770702681	6.0505602060778	6.18873488743614	5.04666500925914	5.34022115440128	6.07948920739181	5.84510461269211	5.36642553672801	5.45106498596204	5.86528473561119
"evm.model.hcontig_083_167.4"	0.575848212964724	2.00062653427418	1.29013600801499	3.31951468869733	2.13262076937123	1.72898586195566	4.73336325161638	4.75722855056861	4.99624739494062	3.7163140458781	4.40718492460459	4.85980277239414	2.08409969457308	2.94419387018498	3.05736948804831
"evm.model.hcontig_083_167.5"	1.82232410001649	2.418453965802	2.65139944793631	1.55597060391562	3.14354156734233	1.58832936913209	0.321148130157458	-0.00139387018015835	0.405115357512724	8.80777477705758	7.01384635880521	-0.329748504286289	3.18999232562995	3.57923057975208	3.16153314915136
"evm.model.hcontig_042_168.14"	8.67586917271335	8.53805948222271	8.82398394124535	2.79245914915209	3.17440592305237	1.10477231700161	8.75450050551937	8.64347459339427	8.78016158879269	9.09468440860505	10.4913018140745	10.2469119138974	8.44194044215257	8.24528695089614	8.24588016353388
"evm.model.hcontig_042_168.12"	8.94050090688329	9.01897737849273	8.99635048110602	9.60289477958258	9.72905670364836	9.66345732139159	8.76839749205724	9.34566665146911	8.68554315319657	9.33632874880015	9.09272277645053	8.64463988438147	8.42535413082306	8.09274171918006	8.41645713529638
"evm.model.hcontig_042_168.15"	6.63482571006862	6.43309115737321	6.72845489893933	0.672835014587916	2.22728323687934	0.701850623874331	6.51930604980041	6.03337418362947	6.31795006021953	6.85898564483171	8.2613842711841	8.04394868469071	6.24466786942091	6.02198746872468	5.94844830287594
"evm.model.hcontig_042_168.13"	7.17894755252178	7.08449391352331	7.18997993274872	5.20770977846742	5.17568745250141	5.24472262224818	6.66034492612454	7.64580414827289	6.82307971052774	7.55382476806488	7.18010031939244	6.73547839268443	6.69824893929219	6.52885846555205	6.58931021318178
"evm.model.hcontig_042_168.11"	12.9161724466409	13.3395616774426	13.2249889419069	4.75627668808279	8.00404099555747	9.03827330460378	3.74319358902589	3.32756933016594	3.85135407130743	0.494368175392941	-1.86901767958562	0.716618189823211	13.193844237848	13.3739786088506	13.1284811259603
"evm.model.hcontig_042_168.18"	6.482056415891	6.75809367219316	6.72532585549871	4.43328628176374	4.69773517661832	5.01896677932521	5.62899221293434	5.99363840654017	5.93787430262725	6.71202331921598	7.85521151223165	7.7325066543216	6.07981098321055	6.24627424260825	6.45046115145335
"evm.model.hcontig_042_168.19"	8.77170226952427	9.13191931840973	8.81157994809776	10.2932916253729	10.0019442646182	10.0742006047562	8.15201809834596	7.89467743098047	8.18760632247314	8.65244316721335	9.79060420551739	9.51315065373038	8.53407017154308	8.59881193030391	8.69286966950107
"evm.model.hcontig_042_168.21"	9.4243181245851	9.45560112557994	9.37465620223209	10.2150739211426	10.1086334848954	10.2165494920136	7.45984644586637	8.59769830949917	7.60287525391098	8.29879542570667	7.5962481930179	7.72865642171832	9.12890976237692	8.78545877236433	8.87954682989662
"evm.model.hcontig_042_168.20"	8.55669860097293	8.24355531138966	8.56847021712732	7.62372073822281	8.03657806711819	7.67953796287618	7.58960758057616	7.56209986917728	8.02254859321846	8.01999506594978	7.57469954542385	7.95633011094165	8.49879998395931	8.68222495971304	8.39263573556881
"evm.model.hcontig_042_168.3"	4.68301228878338	5.03644945220248	5.30001248823446	7.92243530851102	8.08397282135989	8.54743311440672	8.42457961732859	7.42680667021604	8.49143503095236	7.49584667282311	7.97558810947437	7.98267443991574	5.07175805307821	5.10164475060769	5.09736624740369
"evm.model.hcontig_042_168.9"	5.92140567850287	6.16694938304764	5.96237572803981	8.98732186171302	8.78911403210799	9.02508222648105	11.0842841904216	8.86520062427128	11.0561713866431	9.34897578676236	10.5839529016651	10.9512165004006	4.18792220220708	4.03566503010028	4.51301468607668
"evm.model.hcontig_042_168.16"	8.56032053620763	8.40375204236516	8.66458454075547	3.58796213723897	3.82525708368487	3.90134257788873	8.31983390195465	8.39226672906918	8.46535925405086	8.72952822647045	10.1793304958104	9.90496956878576	8.11376052671052	8.16981659611293	8.16829735816827
"evm.model.hcontig_042_168.17"	7.38772602739842	7.39014002424233	7.45326045413722	4.75341395170425	4.76504945385066	5.34482541234677	7.21963975120933	6.85684046407837	6.92753266857967	7.45111855138306	8.75695828133115	8.53720090653894	6.76614925784157	6.77451370267925	7.0307808862825
"evm.model.hcontig_042_168.10"	13.7225426837805	14.1949907461796	14.0200687586574	5.13297609111124	8.72021658418486	9.86874619985942	3.78376886326804	2.92645608747975	4.2370155911202	1.54588708154241	-0.414889070599871	1.49239037903545	14.0261927387155	14.1531469712509	13.8933555537678
"evm.model.hcontig_042_168.4"	10.2276879761344	10.2824996595666	10.1888263998107	7.93436334587934	7.75686656054609	8.2906554006294	8.30865866124364	7.98753840664342	8.3702860873958	7.50565621992368	7.77178001285461	7.92818860378866	9.93972240446982	10.0036396797372	9.86804804634994
"evm.model.hcontig_042_168.5"	-0.954220550472681	-0.879084276936578	-1.04777674601486	4.4590756525136	4.56614694407656	4.49355193248174	-0.232880240641087	-0.529171383826514	-0.155746888218268	1.34150072046022	0.216593694446587	-0.561202317019251	-1.75356770814778	-1.55794963098441	-1.68910905650576
"evm.model.hcontig_042_168.6"	0.530397762056458	0.184036224941154	-0.641117175536398	10.257945440007	10.4689752447194	10.2929346072509	8.89312286321821	7.50626749075261	8.6704282061206	6.82936042113071	6.59754271662332	7.85893188872526	1.49177692322758	1.76543050698349	-0.671486608184201
"evm.model.hcontig_042_168.7"	7.2024272781301	7.34082542287968	7.09104742465404	8.04869100791517	8.54838200622161	8.63243611028965	9.33314263160514	8.20277835550825	9.30147221345328	8.49957860892312	8.84027858863364	9.15780726634778	6.99573630123355	6.97136079275772	7.23904189925013
"evm.model.hcontig_042_168.1"	7.2902153142263	7.0080669175745	7.31977296308581	0.677082204762697	-0.362898432273612	0.706185266977648	5.60703392701647	7.67516822551698	5.35438807990235	7.48553901219317	7.42154381494861	6.98466664093488	6.85907241382717	7.02908160037276	7.16614239824568
"evm.model.hcontig_042_168.8"	4.12138583292299	5.66291373809528	5.52159396302524	5.5988360526891	5.11050695744061	5.21332131923466	4.94459671128051	4.68292600124279	3.7696364675314	7.23492519054098	7.89919319431346	6.91352012308164	6.01571672505619	6.55697726961578	6.10905357722059
"evm.model.hcontig_042_168.2"	0.0724952312432396	1.62064270420352	1.992362780378	3.51114640484034	4.52445312978428	5.83180045092931	2.82148504571314	1.66228396218323	3.43458415453434	1.91743360257632	1.83771899907796	2.16049377699157	0.923354329524103	1.63758156769828	1.81794820625998
"evm.model.hcontig_020_169.10"	-2.34907519071155	-2.32388517078537	-2.36300400506029	0.652094545256203	-0.182771516912468	0.676969180967557	-1.09473737265878	-1.26488924444562	-1.0504418052961	-2.00901149986577	-2.42363360132484	-2.16135874552459	-1.96802644980517	-1.85568835685091	-1.93100961524228
"evm.model.hcontig_020_169.4"	9.87330351831993	9.80015901154929	9.81903670519701	9.34847899693365	9.36642404230417	9.31792201046903	10.0654422018817	9.64501405911181	10.1487687160335	9.53345523880682	9.82917319990729	9.83215677770869	9.89325498732111	9.65210387158963	9.89610643741608
"evm.model.hcontig_020_169.1"	9.73568037436189	9.62222908760119	9.79225712825751	9.25470594984415	9.27991799214787	9.3505587404076	9.93423037735706	9.38656452731588	10.0366376324698	9.31708316059261	9.65464909064338	9.70210144126978	9.88091053310159	9.5018895979921	9.87808280843686
"evm.model.hcontig_020_169.3"	2.89185365933524	4.31941851495205	4.53582566422104	2.97041762997951	2.85564241142471	1.7690245742451	2.18108561888476	2.58220427451651	3.91817487952187	4.66059014530238	3.79997462418169	3.76937186430629	2.84856591727807	2.78819742591345	2.19616906138316
"evm.model.hcontig_020_169.7"	-2.35066510742636	-2.2809263986021	-2.43804987780969	7.10137690156482	6.63137497345321	6.49431045718438	0.0270266089282269	-0.29261269833161	0.110238179378816	5.20165072715695	4.05767094420255	2.24937830371893	-1.61349319685063	0.992159417008974	-1.54395511165427
"evm.model.hcontig_020_169.6"	0.91793430001275	1.6938040710776	2.47088960299633	5.34244954107745	5.36139026427014	4.71471980747395	4.13613753660057	1.82420639076224	3.57271054901624	3.73824889588391	3.84233609618257	4.22493806985963	3.11398014940222	3.38038791181743	1.56249557616097
"evm.model.hcontig_058_175.7"	-0.631237383334429	-0.0621621122275755	0.409290062836193	0.922094176091139	1.86312521317342	1.65866720498943	-0.15323691332198	0.993940533235729	-0.091967130308153	1.9547262686323	0.661062521312939	0.557027195159522	-1.34241486864407	-1.20578696429815	-1.30997159117473
"evm.model.hcontig_058_175.13"	-2.21622807883404	-2.15218387411716	-2.2964166684889	5.03599287632163	4.61395961235655	4.70860377137274	3.18950736652855	-0.269357764332328	3.67920393275593	3.59772748274559	2.1585972067405	2.56657233585171	-0.00459844444270163	-1.3322573975366	-1.46776697471035
"evm.model.hcontig_058_175.12"	-2.23680508515719	-2.16821751910561	-2.32270664640855	6.17020365088838	5.54950873491468	5.94690451879677	3.99292102354314	1.49934712052072	4.09790216274926	3.00203173535384	2.78033769293085	2.7429602667878	-1.52246703978931	-1.31446215341803	-1.45392677651269
"evm.model.hcontig_058_175.11"	-2.1304313674664	-2.05588647321229	-2.22372828517475	8.12939927770677	8.28180907225479	8.45632026190334	4.96211627099966	1.63443488125195	4.49543775910887	4.54794870435811	3.77838729326821	4.07896598721528	-1.3797167432749	-1.16549744328092	-1.30912875144132
"evm.model.hcontig_058_175.10"	6.78590573748259	6.59842153493605	6.68339587514006	6.56684542822965	6.761469495242	6.16374777889112	6.71965244282901	7.53487854234618	7.22246796116571	7.47933520073641	7.29673472912919	7.45758251922397	6.56179597486488	7.28350282257902	6.69018531005248
"evm.model.hcontig_058_175.17"	9.28286957771025	8.71376105290373	9.11496276502611	6.10588419278159	7.6179991333958	7.31618642787446	8.17815439040551	9.14336192809358	7.93874583496994	8.4010993486113	8.71547748713335	8.91614048106674	9.10116179820964	8.68292219158442	9.14935647861464
"evm.model.hcontig_058_175.16"	8.62930372019737	8.29996595060985	8.43329601846492	8.17840221686595	8.66025114400783	8.43400456365908	7.01986382548536	7.95819706437244	7.52644821345097	7.34316073490002	7.8434898561345	8.14101404578717	8.41218233625658	8.14902398882834	8.33274632747082
"evm.model.hcontig_058_175.15"	0.966040207445401	1.32461984343033	1.52459129149956	12.8992236183358	11.5740623141653	9.62710829938991	8.92617026644123	15.5963969739177	9.06088264148706	12.8369679065016	10.450085729736	10.6454075591769	2.20931714958293	3.38216126217663	1.27743798128141
"evm.model.hcontig_058_175.14"	9.59182729218753	9.83575044745794	9.84905546037351	9.67942927124086	9.52167039321413	9.8709771123658	9.75952962469244	9.06372163476869	9.68348087057491	8.97092473441357	9.0895339156638	9.31253890051929	9.3215603754163	9.38944148554814	9.44523927328759
"evm.model.hcontig_058_175.19"	8.12299827223936	7.41556371485043	8.1142725545155	4.8938711111149	5.30132826228542	5.35494517751697	7.08112608169464	7.94012148758912	7.41040085907142	7.48262025705013	7.91530866882836	8.09900735254337	8.07604871510603	7.69181148274474	8.17036523337108
"evm.model.hcontig_058_175.9"	6.44788190340662	6.26074703523154	6.54203012258664	5.10189734005101	5.24994537364887	5.13884475047279	6.8936428101603	7.32233783466969	7.17069324753379	7.42724377263397	7.04548039409447	7.23015073343625	6.40424946424668	6.76407229203561	6.27514453215863
"evm.model.hcontig_058_175.8"	7.96356025027535	7.99779918294033	8.11476307558366	8.92590147232715	8.4463883787737	8.40805535111914	7.40929092039829	7.61907782246092	7.83005271415914	7.46065425031853	7.09095754418905	7.44794234687865	7.9409463322536	7.73015697801138	7.80845079432872
"evm.model.hcontig_058_175.6"	-2.13017527690619	-2.12988580678063	-2.13053083913209	-2.01201883717313	-2.0753401289275	-2.01020932734439	-1.98569886090246	-2.00654704708499	-1.98027146109932	-2.09772206126882	-2.06100323169742	-1.98052593696827	-2.09270028898156	-2.07893584752872	-2.08816472994979
"evm.model.hcontig_058_175.5"	-1.99456284851818	-1.91877913983768	-2.08936253678467	7.54807398901627	6.67302890554166	6.84718099991266	7.61928467711119	4.39556210874207	7.84798086644049	3.88818310622719	4.26745741508187	6.29008291138512	-1.23045782778266	-1.01828515685291	-1.16025165247316
"evm.model.hcontig_058_175.4"	1.30990668975434	1.22376882754414	1.22237676821934	-0.160069087158053	1.02484998282638	1.96832852833691	1.60252244879314	1.318287508843	1.67716638208035	0.715325525783409	0.797088463855021	1.82429444905016	1.1703315175389	-0.90447538599027	1.23604739473046
"evm.model.hcontig_058_175.3"	9.6835187702807	9.74313711393853	9.69854861470322	8.47002637386172	8.1057394658966	8.48721964263711	8.9979672733617	8.4893047031571	8.63684265360033	7.58097144123745	7.60001157618402	8.26987564349599	8.72031878979885	8.66760858685284	8.83303199257671
