"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.model.pcontig_225.6",1.53901269411351,-0.0490759583610092,1.50066935043977,-0.0327027125239998,0.973911660768338,NA
"evm.model.pcontig_225.3",279.70340280944,-1.47207135668331,0.439683673285921,-3.34802369549447,0.000813900521231621,0.00574292355044834
"evm.model.pcontig_225.5",0.457491843940596,-1.04946878957891,2.37973928465378,-0.441001582125664,0.659211851612282,NA
"evm.model.pcontig_225.8",1.36830687238531,1.57743815475106,1.36518319658635,1.15547727125228,0.247895034917648,NA
"evm.model.pcontig_225.9",49.7985425305732,0.903975123983714,0.312304160135904,2.89453436544148,0.00379721342292097,0.0191908540147833
"evm.model.pcontig_166.11",45.3582140442008,-0.521302563482146,0.347092756992318,-1.50191138530062,0.133119995871819,0.275131215348509
"evm.model.pcontig_166.10",0.251683645833398,-0.107750137645602,2.10689123147806,-0.0511417656667597,0.959212555329102,NA
"evm.model.pcontig_166.5",27.0733152628566,2.75318674114535,0.923590151230561,2.98096156339161,0.00287344855752936,0.0154599626616368
"evm.model.pcontig_166.6",456.180255739217,0.374967392402473,0.279891212665968,1.3396897631437,0.180346227033676,0.340114437943494
"evm.model.pcontig_166.3",307.427397230269,-0.436183344096442,0.151547327238727,-2.87819885737303,0.00399952935103598,0.0199580117796291
"evm.model.pcontig_166.4",172.807629909839,-0.295627756703239,0.193004853714966,-1.53171151405254,0.125593639823576,0.264413195098277
"evm.model.pcontig_166.7",1.44890285764425,-0.731988314604317,1.47855470193851,-0.49507016118147,0.62055059568842,NA
"evm.model.pcontig_166.8",34.509967240689,0.0534040682277543,0.388457549124682,0.137477231033585,0.890653588853981,0.942284448221221
"evm.model.pcontig_189.2",1.89600642379468,-1.23241766759571,1.29056480694602,-0.954944425078575,0.339605802163931,NA
"evm.model.pcontig_189.3",32.1715389620888,-0.0552162477049168,0.356186856461115,-0.155020452617248,0.876805193360747,0.932759667452267
"evm.model.pcontig_189.4",19.4129772431212,0.289596229320536,0.472551122077945,0.612835766947493,0.539984938586104,0.704837180353111
"evm.model.pcontig_189.5",123.749236120669,0.418518841826247,0.190127159653332,2.20125752990448,0.0277177976315212,0.0886681380773871
"evm.model.pcontig_189.1",13.7630599679846,0.0953397943461626,0.573197324333399,0.166329796561835,0.867897418371487,0.928584856163737
"evm.model.pcontig_189.8",0.168929365016025,-0.641219458530239,2.34708816854119,-0.273197857295996,0.784701126984387,NA
"evm.model.pcontig_129.3",101.160854471622,1.29390411044131,0.334411667887123,3.86919546981252,0.000109195074535836,0.0010962488275029
"evm.model.pcontig_129.2",7.18557685815296,0.0902048072303475,1.45591274349371,0.0619575641695982,0.95059662592703,0.975878919657088
"evm.model.pcontig_129.5",4.82702933712825,1.28829259690292,1.28748715408881,1.00062559289353,0.317007852230733,0.497283062448606
"evm.model.pcontig_129.17",0.332119846598961,-1.51967131516839,2.37973316382616,-0.638588955378953,0.523090368141402,NA
"evm.model.pcontig_129.11",2.44783494781213,1.61688848538639,1.35870572964167,1.19002109883854,0.234038099441773,0.404599573285886
"evm.model.pcontig_129.12",8.01895911239721,1.49157062783738,0.850506449829778,1.7537440523066,0.0794743735266881,0.191134032007236
"evm.model.pcontig_129.4",51.1212921404187,0.456321251225411,0.904277722807535,0.504625116505865,0.613822165472231,0.762673516029359
"evm.model.pcontig_129.20",0.119947557060964,0.0092377844337195,2.37985114864932,0.00388166480032265,0.996902887363145,NA
"evm.model.pcontig_129.23",0.573519196781806,0,2.20426253234919,0,1,NA
"evm.model.pcontig_129.25",4.30199066635228,2.05494970973477,1.39735872930165,1.470595679294,0.1414004931365,0.287735977767478
"evm.model.pcontig_147.2",56.6228185898758,2.9404696032721,0.986414299991577,2.98096814218652,0.00287338682939689,0.0154599626616368
"evm.model.pcontig_147.1",0.0661242043839706,-0.39933647009063,2.37979778168422,-0.16780269028069,0.866738505974307,NA
"evm.model.pcontig_147.5",324.506474838213,-0.00618013269300978,0.150289251291393,-0.0411215881369137,0.967198964313562,0.9853439513211
"evm.model.pcontig_147.3",29.2603940603012,-0.0189156435607262,0.423941775738371,-0.0446184939613021,0.964411401289986,0.983770672512935
"evm.model.pcontig_147.7",865.866042318782,0.554567882702002,0.133426652607845,4.15635011343601,3.23372152237238e-05,0.000412709297521212
"evm.model.pcontig_147.4",19.1259317552746,0.47869532125958,0.546806263450865,0.87543862105485,0.381335293403786,0.564160307201808
"evm.model.pcontig_147.10",2242.05491275846,0.263429339708196,0.681455400069417,0.386568717015613,0.699075521019341,0.822270097836691
"evm.model.pcontig_147.17",0.271979633233258,-1.05078331785002,2.37975621878683,-0.441550823380428,0.658814276418612,NA
"evm.model.pcontig_147.9",1.40739342080706,0.841277719931012,2.37981646202556,0.353505294780155,0.723709660026918,NA
"evm.model.pcontig_147.6",230.248074842683,0.639706801465984,0.224385814320644,2.8509235461376,0.00435924496953031,0.0212832594854371
"evm.model.pcontig_148.3",0.604842616207054,-1.38041520641134,2.01672366043183,-0.684484063679682,0.493669549148032,NA
"evm.model.pcontig_148.10",145.186755869319,-0.0730457675177551,0.188711848470347,-0.387075682368895,0.698700179775526,0.821995434914006
"evm.model.pcontig_148.18",0.644641279599653,-0.0154912194991505,2.09416754788882,-0.0073973161864568,0.994097849451393,NA
"evm.model.pcontig_148.13",69.7341543584491,0.518988152356365,0.366872763091503,1.41462709846063,0.157177859225978,0.308507499026467
"evm.model.pcontig_148.14",3.18124965165347,0.30300290917295,1.0390553001001,0.291613843020444,0.770581890066738,0.86867876037034
"evm.model.pcontig_148.17",0.270140690869324,0.157745586741869,2.30336591385087,0.0684848142421903,0.945399708172076,NA
"evm.model.pcontig_148.12",829.160711994743,0.0783223811048549,0.218701342848828,0.358124829434602,0.720249898487604,0.836510285380298
"evm.model.pcontig_148.1",154.844180076044,-0.209609312312152,0.292283344167726,-0.717144224926716,0.47328510999579,0.650207854036537
"evm.model.pcontig_148.2",1119.91024773461,-0.456797470822235,0.174252549518311,-2.62146793309462,0.0087551998438385,0.0368923940167527
"evm.model.pcontig_148.9",28.7572547826329,0.266245683037812,0.846259379209896,0.314614750014813,0.753054178602629,0.857118482539805
"evm.model.pcontig_095.39",367.308191349091,-1.15117988262743,1.63281822223027,-0.7050263568562,0.480793833966036,0.656020949953904
"evm.model.pcontig_095.35",908.66923143546,-0.561190720761128,0.198854955029275,-2.82211082282819,0.00477086876932931,0.0228577065273385
"evm.model.pcontig_095.32",1596.88390428864,-0.449959314486458,0.187291366047068,-2.402456258306,0.0162853820868825,0.059523083166122
"evm.model.pcontig_095.33",622.417630333858,-0.591373542236248,0.122294086864244,-4.83566750772438,1.32699572635675e-06,2.89949874883235e-05
"evm.model.pcontig_095.36",1216.68557983917,-0.148893172100245,0.545827332692012,-0.272784382866843,0.785018965117391,0.87669618304093
"evm.model.pcontig_095.38",303.685149090545,-0.213919563662283,0.215112124712266,-0.994456095621862,0.320000869883017,0.500066248633666
"evm.model.pcontig_095.6",410.528067753464,-0.41064274584369,0.146303070943413,-2.80679512190498,0.00500370546009688,0.0237799438382468
"evm.model.pcontig_095.18",105.024211678864,-0.194083952036927,0.182147782146857,-1.06553014123689,0.286636093294718,0.465117129268915
"evm.model.pcontig_095.10",14.9353098443061,2.20853999263495,1.0365912410497,2.13057944653138,0.0331238043179789,0.100781517230039
"evm.model.pcontig_095.11",228.300001111432,-0.813865144301611,0.272021694434767,-2.99191263400053,0.00277235590509934,0.0150255179631558
"evm.model.pcontig_095.17",50.3001282855186,-0.31182074296853,0.278738987009996,-1.11868363415322,0.263275129537714,0.439416492105893
"evm.model.pcontig_095.16",32.1498455945112,-0.538970682240181,0.319965266870539,-1.68446621569789,0.0920916033006923,0.21285015259025
"evm.model.pcontig_095.13",498.807670187632,1.20765909527958,0.529450151507113,2.28096845726063,0.022550313457768,0.0758428365304951
"evm.model.pcontig_095.40",67.7962432487882,-0.822258664792681,0.219762998971094,-3.74157009433984,0.000182874155282277,0.00170528610455982
"evm.model.pcontig_095.14",14.0540705720719,-0.186306491982193,0.721490605737191,-0.258224418309415,0.796233713727079,0.883884554486072
"evm.model.pcontig_095.15",0.662756539176526,-1.41421323530428,1.98671446255135,-0.711835174083415,0.476566848709184,NA
"evm.model.pcontig_095.43",24.6902385079672,-0.356301667070755,0.377848806167099,-0.942974177118839,0.345694111379847,0.527275143310745
"evm.model.pcontig_095.42",35.4132569896186,-0.229508686119143,0.361296118082267,-0.635237066308263,0.52527381196524,0.693231271021078
"evm.model.pcontig_095.41",355.204190337035,-0.816710229404241,0.200454327763063,-4.07429581849484,4.61537854113847e-05,0.000550960813348405
"evm.model.pcontig_095.44",2.97327738778384,-0.611316529639585,1.29222268099424,-0.473073672696441,0.636160618988797,0.77837280065804
"evm.model.pcontig_095.3",68.4692811738432,0.158910678211413,0.29386291183399,0.540764662065235,0.588669802851214,0.744693853601205
"evm.model.pcontig_095.21",641.249816612733,-0.137888991366603,0.318496698330286,-0.432936956927604,0.665060570369882,0.799752838734435
"evm.model.pcontig_095.25",1441.77403170266,0.742454762955905,0.467170683633878,1.5892580355872,0.112002148734724,0.243451933139936
"evm.model.pcontig_095.24",423.824493903915,-0.904088013599253,0.623054043523858,-1.45105873719385,0.146763505127295,0.294804371677275
"evm.model.pcontig_095.27",1160.9323431964,-0.384767589218272,0.207859599251047,-1.85109367382913,0.0641560780480517,0.163760606593621
"evm.model.pcontig_095.28",625.546666550399,-0.295125398455776,0.225102334552926,-1.31107213544418,0.189833393768559,0.351726766377003
"evm.model.pcontig_095.4",40.0870674063525,0.12007499145071,0.37348054063997,0.321502671183237,0.747829488314376,0.854026252991075
"evm.model.pcontig_095.5",149.918739833039,0.399341677015782,0.343839899604908,1.16141750121103,0.245472155140932,0.41845965209834
"evm.model.pcontig_095.8",523.962569655988,0.187452481545252,0.142076694778176,1.31937529823537,0.187043675720912,0.347546098563614
"evm.model.pcontig_095.9",303.472080385463,0.591406004824108,0.177275087516854,3.33609202008082,0.000849650352497528,0.00592349062615961
"evm.model.pcontig_095.12",5.1445744758901,1.45597615492605,1.03124341077171,1.41186468656948,0.157989807339724,0.309497981557818
"evm.model.pcontig_096.10",1.83165167348149,2.40592360766994,2.0429071130988,1.17769603534274,0.238917808051654,NA
"evm.model.pcontig_096.1",0.6062831668651,-0.686078491228175,2.24606377251554,-0.305458152891083,0.760017237020624,NA
"evm.model.pcontig_097.44",7.96290281569196,0.181451104363052,0.696410125207499,0.260552076707656,0.794437950570827,0.883042351814314
"evm.model.pcontig_097.8",3.66698944258133,-1.73421954764051,1.12673362914814,-1.53915664073296,0.123766060054069,0.261656567419651
"evm.model.pcontig_097.1",11.5687801825294,-0.769143110149543,0.778500852981871,-0.987979791163381,0.323162545543015,0.503586253977426
"evm.model.pcontig_097.2",35.0127365111259,0.196501214779369,0.359981617839877,0.545864580415255,0.585159027100989,0.742032017196058
"evm.model.pcontig_097.3",1328.82313679808,-2.34622097202096,1.138911550308,-2.06005547260142,0.0393932379882183,0.114278198224365
"evm.model.pcontig_097.4",169.223952986955,-0.574620767218093,0.194537406139356,-2.95378034806564,0.00313907344378445,0.0164730722928679
"evm.model.pcontig_097.5",1.61130641300686,0.80918443664491,1.31037083667989,0.617523233877178,0.536889661262966,NA
"evm.model.pcontig_097.6",39.4978080500604,-0.733365695974464,0.322438689580716,-2.27443455041979,0.0229398720802869,0.0767178644838264
"evm.model.pcontig_097.7",150.499134480832,1.93674504705131,1.66967375868596,1.1599541748656,0.246067463971034,0.418871574579885
"evm.model.pcontig_097.10",454.377256119457,0.137930445966729,0.186419876267612,0.73989130734496,0.459365949355406,0.638220688808201
"evm.model.pcontig_097.16",55.4815157353985,0.769017080955758,0.410519901684808,1.87327600391515,0.0610302816990377,0.158261577870304
"evm.model.pcontig_097.14",341.102035724993,1.16100995740618,0.402578879072423,2.8839316162866,0.00392744028559637,0.0197047932444912
"evm.model.pcontig_097.38",85.5907515294957,0.1731926589467,0.37019791661969,0.467838016291765,0.639900432067965,0.7811368580109
"evm.model.pcontig_097.30",1.48558180208703,-0.430490766247655,1.45748233869434,-0.295366025932982,0.767714283534107,NA
"evm.model.pcontig_097.31",0.791709767898107,1.54904261339116,2.02744244745474,0.76403777346964,0.444844732743925,NA
"evm.model.pcontig_097.36",0.435806737542327,0.373298738818118,2.37977867116709,0.156862797091565,0.875352980439592,NA
"evm.model.pcontig_097.15",26.201902636034,0.58766436895738,0.417646475603878,1.40708566523319,0.159401988222318,0.311713190737306
"evm.model.pcontig_097.26",85.3087101767627,-0.0306749816016853,0.268815726117396,-0.11411155903985,0.909149359291454,0.952393059312598
"evm.model.pcontig_097.41",785.353736859579,1.98742065641938,0.552766401884738,3.59540784252259,0.000323883770850381,0.00269166122541674
"evm.model.pcontig_097.43",428.148387803333,0.616829600967855,1.00167305011265,0.615799337816353,0.538026964502635,0.703275836313887
"evm.model.pcontig_097.42",40.8200995962392,-0.298668098268707,0.314219025366602,-0.950509275879296,0.341853542917881,0.523317218869489
"evm.model.pcontig_097.29",0.505942488638731,-1.28260702829263,2.08247207382732,-0.615905991927835,0.537956566676073,NA
"evm.model.pcontig_097.27",296.913727402256,-0.336242982573525,0.138713032632993,-2.42401868224709,0.0153498158071982,0.0568333086604753
"evm.model.pcontig_097.23",21.325502078593,-0.0989979004448874,0.559745906995465,-0.176862214100459,0.859616619445477,0.924457131367536
"evm.model.pcontig_097.22",25.2212529084842,0.62060649028544,0.663864445489349,0.934839174626949,0.349871187440353,0.531742765052027
"evm.model.pcontig_097.21",28.7645493016159,0.385758527687871,0.555959226796851,0.693861184587963,0.487769267732712,0.662276247671731
"evm.model.pcontig_097.28",251.01936325886,-0.134571625231497,0.186887425305533,-0.72006784304237,0.4714832254465,0.648589491058776
"evm.model.pcontig_097.40",7.0748684058796,3.24611112367723,1.41608046775877,2.29232109162189,0.0218871216229808,0.0742392937352668
"evm.model.pcontig_097.39",5.9939351166839,0.640654274593415,1.11612444843237,0.573998961758458,0.5659685038506,0.726722538559571
"evm.model.pcontig_104.33",13.1214559052145,3.68715200787457,1.24148622318368,2.9699499994605,0.00297848223498708,0.0158632818265322
"evm.model.pcontig_104.32",1.0771457001056,-0.285513217126194,1.28450034570178,-0.222275702829963,0.824099265350502,NA
"evm.model.pcontig_104.30",17.4117231314588,0.416174828944749,0.504845912153403,0.824360104590267,0.40973497638857,0.590700390956907
"evm.model.pcontig_104.39",42.483804087314,2.42098458644912,1.40650920193049,1.72127177207673,0.0852015192582025,0.200565752303945
"evm.model.pcontig_104.4",73.4680929824445,-0.502138880082184,0.537686591174584,-0.933887674203023,0.350361837552094,0.532269396105608
"evm.model.pcontig_104.7",1.73480455297631,-1.87557751607652,1.18817745598454,-1.57853316154899,0.114443176008418,NA
"evm.model.pcontig_104.6",1.49666748287707,-0.10055939937018,2.07842747219955,-0.0483824433208442,0.961411451117756,NA
"evm.model.pcontig_104.43",380.056597160129,0.193134635479156,0.33893010277933,0.569836181252103,0.568788813120588,0.729271074708423
"evm.model.pcontig_104.31",0.174605884820368,-0.799382077088171,2.37976454491486,-0.335908053927566,0.736940203448761,NA
"evm.model.pcontig_104.46",349.040450196603,-0.200144220098767,0.45537821225338,-0.439512068678866,0.660290539148116,0.795854487290048
"evm.model.pcontig_104.45",613.973802708123,0.323809247494959,0.179844796828945,1.80049272041461,0.0717828720099358,0.17781991416057
"evm.model.pcontig_104.23",18.7093028933304,5.75976521362994,2.28822862180413,2.51712838426464,0.0118315707940221,0.0466275849363846
"evm.model.pcontig_104.24",71.0070928519065,1.33575157854174,0.354291178398306,3.77020840479422,0.00016311128214687,0.00154969707000259
"evm.model.pcontig_104.27",3.63146217274315,2.82297968566293,1.23272418524248,2.29003350421623,0.0220193745066559,0.0745965231757598
"evm.model.pcontig_104.1",3.69783223511872,-0.825966242232328,1.38028888894817,-0.598400993332449,0.54957240313052,0.714154027199988
"evm.model.pcontig_104.3",119.65484705503,-0.0329549486050681,0.460750689205141,-0.0715244694737623,0.942980350602904,0.971661829037203
"evm.model.pcontig_104.28",0.080715511896217,0,2.37965239957642,0,1,NA
"evm.model.pcontig_104.29",14.1852721178237,-0.642707136836056,0.437384444261952,-1.46943300171676,0.141715381606462,0.288208711427451
"evm.model.pcontig_104.44",45.3798175985204,-0.292450693541801,0.270296516461849,-1.08196249574337,0.27926919312394,0.457207257748507
"evm.model.pcontig_104.40",22.3484522910553,-0.38826471739091,0.39666247525248,-0.97882895815586,0.327664498822336,0.508038220988841
"evm.model.pcontig_104.41",104.028538403302,0.309944621421137,0.200639518776751,1.5447835167807,0.122398635593081,0.259359618420075
"evm.model.pcontig_104.47",5.70262483987297,1.7703341609011,1.3700072013157,1.29220792357948,0.196285148420675,0.359709987461412
"evm.model.pcontig_104.42",529.585599948637,0.485414672261522,1.13101511882096,0.429184954457151,0.667788631329417,0.80115574430675
"evm.model.pcontig_104.5",2.40589387657602,1.51993924129439,1.10560671717567,1.37475579487899,0.169207166992387,0.325656184145529
"evm.model.pcontig_104.12",0.870005082218249,-0.736020972628811,2.3596172022287,-0.311923888304266,0.755098367375912,NA
"evm.model.pcontig_104.19",17.6007490405878,-0.611611735778322,0.52664524121264,-1.16133535047244,0.245505548828307,0.41845965209834
"evm.model.pcontig_104.18",19.8582623777528,-0.971583125156767,0.685061489835328,-1.41824221558609,0.156120060704989,0.307466316887087
"evm.model.pcontig_104.11",1799.89554461327,1.03775511195156,0.529867868073439,1.95851678216452,0.0501694037689423,0.137055483042314
"evm.model.pcontig_104.10",14.3541099844201,2.40914462564021,0.966611925361791,2.49235971792765,0.0126897446812902,0.0492733934733029
"evm.model.pcontig_104.13",16.3417424847037,-0.681334247113534,0.576950908476431,-1.1809223923622,0.237633554894307,0.408976943880235
"evm.model.pcontig_104.14",1.54455969277014,0.40803605050054,1.93944283076554,0.210388284732002,0.833364635472012,NA
"evm.model.pcontig_104.17",92.6214878112981,0.506193972162186,0.278673393769423,1.81644169655111,0.0693026439269253,0.173303541630356
"evm.model.pcontig_106.6",83.7266454250244,-0.0877942175825136,0.315051021860935,-0.278666665049785,0.780500646913041,0.874237868951021
"evm.model.pcontig_106.9",1.63155166768305,-2.60768272533012,1.66633685546873,-1.56491931194584,0.117601829882661,NA
