Geneid,GS1,GS2,GS3,HE1,HE2,HE3,IT61,IT62,IT63,IT91,IT92,IT93,UG1,UG2,UG3
evm.model.pcontig_067.79,1731,1778,1809,226,492,217,232,178,205,760,2819,1364,753,561,767
evm.model.pcontig_067.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.64,1,0,1,28,47,23,3,1,2,5,19,12,0,1,0
evm.model.pcontig_067.61,3,6,5,4,0,1,1,0,0,0,6,1,1,0,4
evm.model.pcontig_067.35,957,840,830,143,294,127,517,138,542,838,4473,2658,173,168,158
evm.model.pcontig_067.34,1079,1057,1170,145,317,157,173,81,136,507,1827,865,180,105,222
evm.model.pcontig_067.33,7682,7820,9905,119,358,133,84,214,101,754,1417,593,3258,2540,2994
evm.model.pcontig_067.32,18,16,24,265,585,203,0,1,0,155,147,10,1,0,1
evm.model.pcontig_067.31,0,2,5,366,663,247,0,0,0,58,39,14,0,0,1
evm.model.pcontig_067.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.47,814,883,995,160,331,168,196,198,153,642,1972,1032,257,176,237
evm.model.pcontig_067.24,5342,4607,5059,158,474,168,5,3,5,517,1349,398,2208,1561,1951
evm.model.pcontig_067.91,918,757,889,70,219,75,80,98,79,314,820,393,506,338,448
evm.model.pcontig_067.93,2,1,0,456,1261,480,15,1,16,3,16177,3378,0,1,0
evm.model.pcontig_067.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.21,13574,15037,15149,528,2133,720,895,270,884,2736,14926,6400,6272,4540,5594
evm.model.pcontig_067.22,717,721,778,325,739,317,182,194,145,647,1580,738,492,425,372
evm.model.pcontig_067.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.30,6673,5736,6563,504,1315,473,124,295,117,740,1538,687,3064,3486,2948
evm.model.pcontig_067.68,0,1,2,14,27,20,58,1,40,36,3807,2683,4,0,2
evm.model.pcontig_067.65,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_067.67,670,754,742,146,291,133,86,156,64,329,826,458,328,222,269
evm.model.pcontig_067.62,20,30,28,123,353,105,18,28,15,114,415,150,13,10,14
evm.model.pcontig_067.96,534,466,505,121,291,79,16,75,18,196,857,284,352,428,354
evm.model.pcontig_067.48,70,84,88,74,166,82,545,153,485,781,4778,2545,16,7,19
evm.model.pcontig_067.49,0,1,3,104,297,112,48,16,32,154,747,501,0,0,0
evm.model.pcontig_067.19,0,4,10,85,152,62,12,20,10,97,234,95,0,4,0
evm.model.pcontig_067.25,2045,1587,2092,166,330,173,159,226,134,773,3400,1398,697,578,603
evm.model.pcontig_067.26,1563,1532,2071,412,1259,343,120,47,121,1730,4417,1234,102,138,161
evm.model.pcontig_067.27,3,2,4,22,60,12,7,6,10,357,333,124,1,0,1
evm.model.pcontig_067.6,50,42,53,123,258,126,13,11,9,41,117,56,62,27,43
evm.model.pcontig_067.66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
evm.model.pcontig_067.60,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.44,4289,3553,4290,348,908,285,386,942,364,2187,7412,3240,2501,2604,2330
evm.model.pcontig_067.72,780,752,780,95,290,117,49,50,46,208,649,309,379,303,351
evm.model.pcontig_067.28,727,696,782,22,100,34,58,72,28,256,716,323,170,150,196
evm.model.pcontig_067.29,1275,987,1338,126,286,103,41,88,38,333,1179,537,505,492,494
evm.model.pcontig_067.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.81,0,0,3,2,5,3,2,0,0,0,7,1,1,0,0
evm.model.pcontig_067.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.18,0,0,0,1,4,0,0,0,0,0,3,0,1,0,0
evm.model.pcontig_067.57,11,4,16,0,4,0,1,1,0,0,32,13,10,3,11
evm.model.pcontig_067.56,1887,1610,1894,294,707,259,400,444,432,1534,4495,1809,1221,772,1023
evm.model.pcontig_067.50,2719,2458,2974,685,1644,467,620,533,613,2478,8221,2886,1749,2045,1921
evm.model.pcontig_067.59,23,32,33,5,13,2,4,4,2,10,26,16,16,6,15
evm.model.pcontig_067.58,259,231,263,20,75,19,31,32,32,139,534,216,88,81,94
evm.model.pcontig_067.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_067.101,0,2,0,1,3,0,0,0,0,1,2,0,0,0,0
evm.model.pcontig_067.97,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
evm.model.pcontig_067.39,0,0,0,16,33,58,15,0,17,41,2064,1052,0,0,0
evm.model.pcontig_067.45,0,0,0,2,11,27,4,0,16,2,1129,635,0,0,0
evm.model.pcontig_067.42,1019,930,1034,180,364,145,88,172,88,719,1461,586,466,430,435
evm.model.pcontig_067.43,0,1,0,2,15,21,6,0,15,8,1288,683,0,1,0
evm.model.pcontig_067.40,1310,1185,1583,39,179,63,166,216,137,717,2933,1325,454,464,479
evm.model.pcontig_067.41,1280,1153,1253,231,568,237,274,569,240,1270,3186,1304,1352,1400,1130
evm.model.pcontig_068.8,1,0,0,1,4,4,2,0,7,1,196,81,0,1,0
evm.model.pcontig_068.6,0,0,0,2,6,1,9,0,2,1,22,37,0,0,0
evm.model.pcontig_068.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.21,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2
evm.model.pcontig_068.20,0,2,1,0,0,0,1,0,0,0,2,2,1,0,0
evm.model.pcontig_068.22,4,11,4,0,1,0,0,0,0,0,0,1,1,1,2
evm.model.pcontig_068.25,0,0,0,1,7,1,3,4,0,13,57,14,0,0,0
evm.model.pcontig_068.24,0,0,0,1,0,0,0,0,1,1,7,2,0,0,0
evm.model.pcontig_068.79,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
evm.model.pcontig_068.43,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
evm.model.pcontig_068.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.27,0,1,0,30,130,51,0,2,1,141,296,13,0,1,1
evm.model.pcontig_068.82,10,23,8,0,1,0,0,1,0,0,1,0,0,0,0
evm.model.pcontig_068.80,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
evm.model.pcontig_068.53,195,198,242,50,186,55,28,29,29,159,454,241,95,50,77
evm.model.pcontig_068.9,225,172,167,10,27,12,14,34,9,116,567,173,103,90,98
evm.model.pcontig_068.29,314,275,326,81,234,74,30,52,24,190,560,166,227,243,209
evm.model.pcontig_068.28,18370,20871,19351,149,661,418,20,17,18,229,603,132,8583,7010,8758
evm.model.pcontig_068.72,195,231,264,24,44,15,4,4,8,22,35,8,231,80,151
evm.model.pcontig_068.73,189,157,218,6,11,7,5,4,8,14,41,13,139,78,101
evm.model.pcontig_068.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.52,1,2,0,1,7,2,0,0,1,2,1,1,0,1,1
evm.model.pcontig_068.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.32,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
evm.model.pcontig_068.30,26,26,30,0,1,0,1,1,1,6,28,15,9,14,11
evm.model.pcontig_068.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.18,3124,2549,2875,389,858,303,168,394,176,1073,3305,1264,1805,1734,1723
evm.model.pcontig_068.12,710,553,661,369,932,357,184,351,158,858,2131,724,381,374,313
evm.model.pcontig_068.13,282,258,280,68,170,71,20,41,16,121,306,123,89,76,80
evm.model.pcontig_068.81,1,3,1,3,1,0,0,4,0,5,6,2,2,1,0
evm.model.pcontig_068.78,224,152,200,77,225,68,11,11,12,39,170,81,92,86,81
evm.model.pcontig_068.84,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_068.26,233,215,216,56,161,63,26,53,21,141,330,150,109,117,108
evm.model.pcontig_068.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.1,629,489,585,65,171,72,79,138,65,389,791,425,208,149,165
evm.model.pcontig_068.4,62,82,63,179,493,202,6,17,18,86,343,144,24,19,19
evm.model.pcontig_068.5,0,0,0,0,0,0,2,0,0,0,76,35,0,0,0
evm.model.pcontig_068.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_068.19,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
evm.model.pcontig_068.15,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0
evm.model.pcontig_068.17,0,0,0,439,747,369,12,11,19,37,64,110,0,0,1
evm.model.pcontig_068.83,3,2,0,0,4,0,0,0,0,1,0,0,0,1,2
evm.model.pcontig_068.11,2,2,4,3,21,7,7,0,4,193,411,50,2,4,3
evm.model.pcontig_068.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.62,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1
evm.model.pcontig_069.67,1567,1894,2036,193,466,171,59,72,51,332,2591,1156,478,435,475
evm.model.pcontig_069.12,446,796,695,1695,3205,1617,3087,3950,3051,6579,24088,11417,413,278,331
evm.model.pcontig_069.59,0,1,0,2,3,1,0,0,0,1,7,2,1,1,1
evm.model.pcontig_069.120,0,0,3,5,8,2,1,0,1,6,10,10,9,8,5
evm.model.pcontig_069.128,152,151,176,56,152,71,39,26,28,123,423,215,92,98,85
evm.model.pcontig_069.70,2214,2268,2599,135,333,171,167,111,180,362,1899,945,804,590,703
evm.model.pcontig_069.88,2411,2154,2663,159,499,154,97,271,76,687,3241,1482,2278,2461,2039
evm.model.pcontig_069.89,314,433,415,137,325,83,24,49,17,121,444,225,384,473,386
evm.model.pcontig_069.87,2125,1597,2569,22,80,38,110,323,109,749,3618,1703,1725,1931,1499
evm.model.pcontig_069.80,220,251,262,210,482,198,13,55,13,134,151,63,171,113,126
evm.model.pcontig_069.81,118,59,54,4,6,10,6,0,1,309,1311,486,112,131,104
evm.model.pcontig_069.82,700,721,814,164,434,146,93,201,74,489,1500,576,666,770,610
evm.model.pcontig_069.83,1,1,0,0,1,0,5,14,13,41,89,60,0,0,1
evm.model.pcontig_069.90,120,168,240,1790,3281,1770,3428,4012,3244,7314,25959,12508,135,72,103
evm.model.pcontig_069.40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_069.42,0,0,2,8,21,7,1,2,0,1,8,4,0,0,0
evm.model.pcontig_069.122,15,18,28,8,16,15,13,4,9,47,68,36,21,20,34
evm.model.pcontig_069.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.121,596,515,634,63,207,73,34,58,44,1360,1952,342,179,151,191
evm.model.pcontig_069.125,0,0,0,1,1,0,0,0,1,0,2,3,0,0,0
evm.model.pcontig_069.26,1,0,2,2768,6894,2861,262,273,272,667,1627,1167,0,0,0
evm.model.pcontig_069.27,6,5,8,1,0,0,0,0,0,0,3,3,2,1,0
evm.model.pcontig_069.22,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0
evm.model.pcontig_069.23,939,900,918,311,696,292,159,185,146,512,1817,811,892,500,660
evm.model.pcontig_069.20,1207,1203,1573,91,257,103,114,332,103,665,1910,896,387,275,365
evm.model.pcontig_069.21,739,744,881,395,803,387,139,234,117,470,1377,529,508,445,465
evm.model.pcontig_069.108,185,197,260,34,92,39,26,23,26,98,274,145,105,59,82
evm.model.pcontig_069.109,823,736,835,111,252,116,129,118,124,319,1313,688,411,353,374
evm.model.pcontig_069.104,1788,1602,1640,0,11,8,1,0,0,4,187,81,684,533,594
evm.model.pcontig_069.105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
evm.model.pcontig_069.106,93,70,77,0,1,2,4,2,1,6,11,5,14,9,15
evm.model.pcontig_069.107,539,568,586,19,78,32,53,59,66,356,1171,394,259,236,318
evm.model.pcontig_069.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.102,4523,3692,4427,687,1805,663,682,1019,652,3056,11538,5564,2596,2515,2334
evm.model.pcontig_069.103,11,9,18,0,3,0,0,1,0,1,27,3,2,2,0
evm.model.pcontig_069.127,65,56,74,6,13,5,15,11,17,55,215,105,35,29,47
evm.model.pcontig_069.69,1367,1410,1621,23,79,35,78,175,72,806,1602,682,499,393,568
evm.model.pcontig_069.126,0,1,0,0,0,0,0,0,0,10,12,1,0,2,0
evm.model.pcontig_069.49,891,1127,1278,121,441,139,172,195,190,563,2115,901,1522,1103,1266
evm.model.pcontig_069.41,0,0,0,0,0,0,0,0,1,0,11,2,0,0,0
evm.model.pcontig_069.61,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
evm.model.pcontig_069.66,9,10,7,158,130,28,38,684,26,760,455,382,12,8,7
evm.model.pcontig_069.64,723,754,814,415,992,359,156,282,138,902,2897,999,388,369,381
evm.model.pcontig_069.65,107,118,151,145,290,130,229,376,215,952,2531,970,213,162,189
evm.model.pcontig_069.68,742,901,834,233,642,234,37,78,37,360,700,283,263,248,283
evm.model.pcontig_069.56,305,250,304,12,21,14,19,17,21,82,321,144,158,73,132
evm.model.pcontig_069.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.38,0,1,0,1,2,0,0,0,0,2,4,1,0,0,0
evm.model.pcontig_069.53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.2,667,529,716,17,46,27,32,53,30,180,406,204,186,150,200
evm.model.pcontig_069.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_069.28,5,5,9,269,792,289,22,2,25,43,182,57,1,0,0
evm.model.pcontig_069.29,1377,1263,1622,42,194,57,322,99,299,635,4847,2395,807,649,758
evm.model.pcontig_069.77,1014,900,980,439,901,418,113,177,124,655,1517,779,452,411,399
evm.model.pcontig_069.92,1,1,0,0,0,0,1,0,1,8,9,4,1,0,0
evm.model.pcontig_069.91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_069.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
evm.model.pcontig_069.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.98,1701,1710,1852,212,552,165,237,175,208,728,2601,1010,1486,809,1210
evm.model.pcontig_069.57,103,133,142,30,91,44,18,17,18,84,268,146,125,75,102
evm.model.pcontig_069.19,432,342,346,72,178,57,4,6,4,229,303,40,1386,1167,1181
evm.model.pcontig_069.18,2968,2316,2853,971,2127,805,512,996,462,2360,7127,2989,1756,1659,1542
evm.model.pcontig_069.35,666,552,739,107,279,120,44,59,39,280,1231,467,210,146,230
evm.model.pcontig_069.34,83,67,77,25,55,23,13,6,5,54,96,47,25,25,15
evm.model.pcontig_069.37,1376,1321,1585,113,303,102,59,66,47,262,789,309,723,658,732
evm.model.pcontig_069.36,8342,10849,9756,36,133,75,0,0,0,5,40,10,7357,6835,8047
evm.model.pcontig_069.31,2212,1931,2426,713,1688,796,560,747,543,2259,7741,3691,1158,703,925
evm.model.pcontig_069.30,915,894,920,222,492,128,334,978,334,3164,4931,1728,426,283,384
evm.model.pcontig_069.11,314,283,349,121,258,103,44,59,63,195,806,348,137,120,136
evm.model.pcontig_069.10,494,448,482,41,103,39,39,133,35,301,1083,343,315,260,244
evm.model.pcontig_069.17,7,6,12,1072,2509,942,119,92,111,177,495,461,2,1,1
evm.model.pcontig_069.16,1363,1328,1388,156,435,152,394,319,392,1121,4790,2682,411,310,346
evm.model.pcontig_069.15,350,316,358,183,342,158,50,91,46,334,843,317,187,130,160
evm.model.pcontig_069.14,620,543,614,327,650,221,234,414,196,1141,2868,1208,422,303,356
evm.model.pcontig_069.112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_069.111,15,12,9,13,43,19,4,2,0,16,94,31,0,3,1
evm.model.pcontig_069.110,551,529,592,91,262,89,38,29,35,294,791,261,314,273,298
evm.model.pcontig_069.115,0,0,1,11,18,4,0,0,0,1,3,1,0,0,0
evm.model.pcontig_069.79,728,904,847,112,229,107,100,135,70,441,865,362,475,339,404
evm.model.pcontig_069.78,661,585,691,60,182,56,34,57,36,267,549,199,240,197,259
evm.model.pcontig_069.119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.116,0,0,0,5,5,1,0,0,0,0,1,3,0,0,0
evm.model.pcontig_069.71,536,528,653,32,73,28,58,37,45,155,427,246,225,140,170
evm.model.pcontig_069.75,19,17,22,33,72,18,23,3,24,59,194,88,18,21,24
evm.model.pcontig_069.76,825,777,910,109,288,105,50,88,28,332,695,316,360,270,358
evm.model.pcontig_069.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_069.50,0,1,1,1,2,0,0,0,1,0,3,0,4,3,1
evm.model.pcontig_069.13,330,352,439,3,11,6,5,4,2,44,74,44,371,374,400
evm.model.pcontig_069.46,1,0,0,0,2,1,1,0,0,1,3,2,0,0,1
evm.model.pcontig_069.8,845,736,891,86,222,84,84,142,78,480,1040,382,325,304,312
evm.model.pcontig_069.6,39,34,49,4,4,1,2,9,4,87,182,39,17,9,26
evm.model.pcontig_069.9,844,735,807,134,287,125,65,155,53,392,2000,631,366,290,356
evm.model.pcontig_069.7,2177,1816,2113,276,626,223,210,319,228,645,2248,1191,835,802,796
evm.model.pcontig_069.5,405,675,739,23,49,27,17,19,17,469,1367,178,100,68,114
evm.model.pcontig_069.4,631,659,748,500,1226,452,81,99,76,264,626,310,414,275,379
evm.model.pcontig_069.3,0,0,1,282,992,416,36,11,45,61,112,66,0,0,0
evm.model.pcontig_069.1,2135,2107,2395,182,378,156,89,200,93,576,1971,866,865,763,904
evm.model.pcontig_070.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.121,0,0,0,0,0,0,1,2,1,2,10,6,0,1,1
evm.model.pcontig_070.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.81,340,228,322,197,443,174,172,79,173,372,1592,814,59,52,51
evm.model.pcontig_070.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.56,783,846,969,25,72,22,97,104,98,283,873,657,576,404,444
evm.model.pcontig_070.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.19,17,22,21,40,68,30,4,3,5,8,33,23,13,9,12
evm.model.pcontig_070.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.59,24,9,17,1,8,3,1,1,1,5,21,13,12,12,12
evm.model.pcontig_070.58,1135,1084,1158,20,60,12,19,13,22,83,288,120,498,405,493
evm.model.pcontig_070.51,2927,2599,3159,183,585,214,339,558,287,1621,7132,3187,1169,1041,1137
evm.model.pcontig_070.50,6,0,4,9,21,17,0,1,0,2,3,2,7,2,1
evm.model.pcontig_070.72,8,13,13,3,2,0,0,0,0,56,64,5,6,0,5
evm.model.pcontig_070.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.28,129,133,159,35,82,36,35,58,23,210,518,185,45,52,52
evm.model.pcontig_070.29,26,47,39,132,328,137,3,6,9,16,41,23,52,42,42
evm.model.pcontig_070.24,28,34,54,3,9,3,4,49,6,23,56,70,8,3,2
evm.model.pcontig_070.25,64,64,62,0,0,0,0,4,0,0,3,0,33,24,21
evm.model.pcontig_070.26,20366,12825,17506,29,145,86,407,814,349,1697,10639,6046,6007,4627,5540
evm.model.pcontig_070.27,169,208,206,92,197,98,71,194,72,405,1116,416,56,40,41
evm.model.pcontig_070.20,274753,304718,293177,65,1876,1964,17,10,21,19,0,5,139608,136591,134063
evm.model.pcontig_070.22,0,0,0,2,0,0,0,0,0,1,2,2,1,0,0
evm.model.pcontig_070.23,1176,1280,1219,1640,4291,2055,2518,3624,2543,7331,21525,9355,780,854,692
evm.model.pcontig_070.18,951,876,1009,310,690,267,136,272,156,725,2117,855,349,342,362
evm.model.pcontig_070.42,592,631,665,116,287,134,119,94,92,361,1189,549,303,261,264
evm.model.pcontig_070.43,1067,1137,1259,185,447,198,84,102,74,235,907,431,691,690,642
evm.model.pcontig_070.40,0,0,0,24,39,19,3,0,3,1,5,4,7,1,4
evm.model.pcontig_070.46,28,53,60,0,4,1,0,0,0,0,3,0,27,7,14
evm.model.pcontig_070.44,358,357,384,170,386,161,198,162,165,518,2236,1187,125,107,142
evm.model.pcontig_070.49,3661,3385,3651,0,37,18,1,0,0,0,0,0,1362,1313,1441
evm.model.pcontig_070.45,2355,1959,2357,452,1276,383,367,503,319,1655,5103,2323,1371,1553,1358
evm.model.pcontig_070.60,16,13,18,0,9,1,2,3,2,9,8,4,10,6,12
evm.model.pcontig_070.62,1,1,2,86,207,91,2,0,2,15,46,6,0,0,1
evm.model.pcontig_070.63,13,14,17,28,91,46,4,4,8,279,550,74,9,5,10
evm.model.pcontig_070.64,44,35,52,3,3,8,0,0,0,7,6,1,13,19,18
evm.model.pcontig_070.65,1,1,4,7,25,20,1,2,0,3,27,9,1,0,0
evm.model.pcontig_070.66,1172,1127,1073,235,560,190,83,129,79,707,1530,550,631,511,543
evm.model.pcontig_070.68,4,4,5,10,13,6,2,0,0,0,3,3,2,1,1
evm.model.pcontig_070.86,1945,1593,2026,518,1259,489,253,214,204,846,2729,1285,2277,1276,1630
evm.model.pcontig_070.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.model.pcontig_070.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.80,6455,6893,7321,124,261,99,116,176,91,648,1869,831,4302,3947,3855
evm.model.pcontig_070.69,1729,1391,1743,193,657,182,69,75,73,471,1521,659,1219,1303,1014
evm.model.pcontig_070.115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
evm.model.pcontig_070.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.116,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
evm.model.pcontig_070.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.113,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.model.pcontig_070.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.67,268,266,367,4,18,14,0,0,0,5,27,7,13,5,3
evm.model.pcontig_070.61,251,232,248,125,304,117,42,63,47,901,1298,244,203,204,225
evm.model.pcontig_070.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.17,262,200,235,109,240,98,49,78,51,278,658,308,89,69,60
evm.model.pcontig_070.16,2790,2726,2697,116,282,113,88,85,62,331,1060,570,781,635,873
evm.model.pcontig_070.10,1448,1139,1345,891,2031,829,227,211,168,811,2630,1509,564,524,505
evm.model.pcontig_070.33,965,1122,1265,741,1814,619,142,264,155,799,2352,911,639,627,697
evm.model.pcontig_070.32,4,4,4,177,553,198,48,36,43,102,177,124,3,11,5
evm.model.pcontig_070.31,6,7,5,23,34,18,9,11,11,58,148,52,9,9,5
evm.model.pcontig_070.30,7,7,8,137,306,162,2,5,6,17,39,13,20,19,19
evm.model.pcontig_070.37,10,4,11,1,6,0,1,1,3,6,4,11,13,9,8
evm.model.pcontig_070.36,2,1,1,4,3,4,1,1,0,0,2,1,1,3,5
evm.model.pcontig_070.35,1,2,0,43,81,33,1,0,2,0,4,3,0,1,2
evm.model.pcontig_070.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.39,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0
evm.model.pcontig_070.38,27,37,32,2,5,2,2,1,3,8,15,14,21,4,17
evm.model.pcontig_070.53,2680,2606,2783,3721,14055,5811,1464,1331,1448,3970,16409,8956,929,968,858
evm.model.pcontig_070.52,0,1,0,4,0,5,5,4,1,22,31,14,2,0,0
evm.model.pcontig_070.55,3,3,4,688,2101,706,25,532,48,1242,1808,424,16,9,24
evm.model.pcontig_070.54,530,496,523,57,141,59,6,10,3,95,103,22,305,289,317
evm.model.pcontig_070.77,0,0,0,103,162,146,380,478,371,586,2118,1093,0,0,1
evm.model.pcontig_070.76,5253,5036,5348,303,961,295,203,134,199,833,4505,1425,2476,1822,2299
evm.model.pcontig_070.75,37,48,53,2,8,8,140,3,102,48,12524,6088,7,11,12
evm.model.pcontig_070.74,196,311,281,2152,6899,3442,825,206,781,2446,43972,20618,64,63,57
evm.model.pcontig_070.73,1,4,0,21,45,28,0,0,0,55,44,6,0,0,1
evm.model.pcontig_070.71,0,1,3,10,15,3,2,2,3,11,18,7,2,2,2
evm.model.pcontig_070.70,664,830,789,406,1056,430,411,393,403,1195,4231,2368,380,301,383
evm.model.pcontig_070.79,97,125,108,366,692,353,687,743,592,1133,3463,2019,91,73,76
evm.model.pcontig_070.78,0,1,0,44,89,40,130,83,106,200,644,398,0,0,0
evm.model.pcontig_070.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.95,1331,1233,1316,114,333,124,51,19,44,264,815,359,454,430,497
evm.model.pcontig_070.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.model.pcontig_070.91,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
evm.model.pcontig_070.90,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
evm.model.pcontig_070.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
evm.model.pcontig_070.5,668,568,715,17,55,17,55,69,59,238,708,360,337,227,271
evm.model.pcontig_070.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
evm.model.pcontig_070.7,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0
