"Spores" "UngerminatedSpores" "Haustoria" "X6dpi" "X9dpi" ""
"evm.model.pcontig_049.61" -2.1605076349446 -5.4062544251616 5.7825391608854 1.3256792907554 0.4585436084654 2
"evm.model.pcontig_049.147" -1.9917462867148 -4.3285059117308 5.1289274523252 1.2952622987152 -0.103937552594799 2
"evm.model.pcontig_049.145" -3.1412143192368 -3.3696538045988 3.7709576250052 1.1088748094152 1.6310356894152 2
"evm.model.pcontig_050.102" -4.1214403985532 -4.3896683364372 9.5767866861468 -3.7391636261532 2.6734856749968 2
"evm.model.pcontig_050.151" -2.2498245083532 -3.0469929875572 3.1593507684068 0.1084880812668 2.0289786462368 2
"evm.model.pcontig_050.134" -2.9994316839676 -2.8315547497146 6.6707680930374 -1.2821989293126 0.4424172699574 2
"evm.model.pcontig_050.88" -3.776989522496 -2.984836826636 3.404807520804 1.694142668644 1.662876159684 2
"evm.model.pcontig_050.64" -3.5096820108012 -2.1264392387512 5.4539556419288 -0.2839402329152 0.4661058405388 2
"evm.model.pcontig_050.77" -2.644979099956 -1.860716646396 4.149983374894 -0.503893873171 0.859606244629 2
"evm.model.pcontig_052.145" -3.346018567334 -2.526661363234 4.456573235776 1.284271570226 0.131835124566 2
"evm.model.pcontig_052.138" -2.5470356420686 -1.7430723930486 4.8941536428014 -0.3521660196066 -0.2518795880776 2
"evm.model.pcontig_052.143" -2.9484336181854 -2.1124748402554 5.9102963166446 -0.0478796148234001 -0.8015082433804 2
"evm.model.pcontig_052.90" -2.37571955013744 -1.68761642199864 3.54363437534536 -0.24023070439464 0.75993230118536 2
"evm.model.pcontig_054.88" -3.657447488318 -2.816881323928 5.222184377952 0.135391392292 1.116753042002 2
"evm.model.pcontig_054.68" -2.5756352685934 -3.1903570268774 7.0151028547886 -2.6430450212964 1.3939344619786 2
"evm.model.pcontig_054.134" -3.1033137695626 -2.2668006254296 3.4787389268174 1.8168361266374 0.0745393415374001 2
"evm.model.pcontig_055.106" -2.101886801956 -4.606178852936 4.445694041144 1.235987410674 1.026384203074 2
"evm.model.pcontig_055.68" -2.6849556197384 -1.5178999256004 3.0784713043496 -1.6669626943104 2.7913469352996 2
"evm.model.pcontig_056.55" -2.74869119186062 -1.93170699133062 5.24290064427938 -0.51827356274762 -0.0442288983405199 2
"evm.model.pcontig_056.54" -2.6921578147544 -2.6350753706464 3.3691247262636 -0.5787510261264 2.5368594852636 2
"evm.model.pcontig_056.33" -3.67008344920758 -2.75157727456358 5.62408576605242 -1.79524930712366 2.59282426484242 2
"evm.model.pcontig_056.46" -4.384490969784 -3.193023681694 4.534533922896 1.289158960736 1.753821767846 2
"evm.model.pcontig_056.69" -3.187576108438 -2.050917393468 3.044507388432 0.834220618282001 1.359765495192 2
"evm.model.pcontig_056.8" -1.8851820654274 -4.5865683927304 4.0325574658326 1.7941356261126 0.645057366212599 2
"evm.model.pcontig_057.105" -1.554944837416 -2.916995213076 3.091358539054 0.972144703714 0.408436807724001 2
"evm.model.pcontig_058.77" -3.5796453474406 -2.2756726453076 3.4882736362694 0.8672981107194 1.4997462457594 2
"evm.model.pcontig_058.64" -3.0804087062532 -2.2756929360232 4.1818120636768 0.0159774012228 1.1583121773768 2
"evm.model.pcontig_058.30" -2.937220033394 -2.200184400764 2.509590972286 2.095705427186 0.532108034686 2
"evm.model.pcontig_058.3" -3.807394769836 -3.455031256166 5.422617712254 0.931266766164001 0.908541547584001 2
"evm.model.pcontig_059.123" -2.8660141648418 -2.7703145746788 5.2833534778112 -3.0955580167618 3.4485332784712 2
"evm.model.pcontig_059.61" -2.2197196063742 -2.6619987454732 3.4802793201258 0.908950393425799 0.4924886382958 2
"evm.model.pcontig_041.127" -2.13562433118 -2.33469063827 3.49982115398 -0.0870772773499999 1.05757109282 2
"evm.model.pcontig_041.162" -2.5551194915494 -4.7465678278024 6.2507865264606 0.4360728935906 0.6148278993006 2
"evm.model.pcontig_041.119" -3.1964215808858 -2.9212123256318 6.5203021030992 -1.3214744161808 0.9188062195992 2
"evm.model.pcontig_041.33" -3.6227248844658 -2.2621679062368 4.2143117608842 0.6661879682442 1.0043930615742 2
"evm.model.pcontig_042.135" -1.06238044939 -2.8258287755 3.67389608701 0.16142202785 0.05289111003 2
"evm.model.pcontig_044.143" -3.884778467132 -3.052752663522 4.550163523728 2.071186332048 0.316181274878 2
"evm.model.pcontig_044.5" -4.428880589684 -0.970651673999 3.463864974031 1.498458894431 0.437208395221 2
"evm.model.pcontig_045.54" -2.332899203314 -2.872349856254 4.448323433736 -0.253605058054 1.010530683886 2
"evm.model.pcontig_045.37" -3.9302982226716 -3.4648010304396 4.2305058251004 1.7149488125604 1.4496446154504 2
"evm.model.pcontig_047.41" -4.05850505207 -1.96036334373 2.97697588786 1.4592988591 1.58259364884 2
"evm.model.pcontig_047.89" -3.89310762277774 -3.03999453180774 4.97301179874226 -1.56294278367904 3.52303313952226 2
"evm.model.pcontig_047.21" -3.463137595078 -2.663279211788 3.732213419172 0.498270771872 1.895932615822 2
"evm.model.pcontig_048.103" -2.968904767054 -3.722256754614 3.555229535416 1.871073261746 1.264858724506 2
"evm.model.pcontig_033.114" -4.25963062948 -3.41905400734 4.91671315141 1.8605605064 0.90141097901 2
"evm.model.pcontig_033.112" -3.731550463908 -3.361294207018 4.244343507882 1.971936081062 0.876565081982 2
"evm.model.pcontig_033.158" -1.48980387156 -1.95985242336 3.76541239254 -0.704202333160001 0.38844623554 2
"evm.model.pcontig_034.205" -3.20745064312978 -1.81933885541678 3.83244744840022 -1.42744030799388 2.62178235814022 2
"evm.model.pcontig_034.138" -4.078055952644 -2.974367961284 5.521546070956 1.443142828676 0.0877350142960003 2
"evm.model.pcontig_034.186" -2.29562623733512 -1.12543996712252 4.24559196309488 -0.69144019940212 -0.13308555923512 2
"evm.model.pcontig_034.113" -1.469020535786 -2.033983895986 3.948525994034 0.00280333521400067 -0.448324897476 2
"evm.model.pcontig_035.86" -3.8821744027404 -3.5980955989024 4.6627013904676 0.9830058952176 1.8345627159576 2
"evm.model.pcontig_035.91" -3.0711171264424 -1.4534815514694 3.6184687627906 0.2729434100306 0.6331865050906 2
"evm.model.pcontig_035.62" -3.095550140666 -1.994206945786 2.625137830994 1.681243426534 0.783375828924 2
"evm.model.pcontig_035.66" -2.81795459658012 -2.99201519435052 3.18132469677688 0.92483211722688 1.70381297692688 2
"evm.model.pcontig_036.173" -2.72780828801052 -1.13030561887152 2.89336578485948 -1.65357316232692 2.61832128434948 2
"evm.model.pcontig_036.200" -2.65240748927344 -3.38128728962064 4.64755872731136 -1.35866138850864 2.74479744009136 2
